"Word types: A = adjective, ADV = adverb, F = function word (non-specified), N = noun, NUM = numeral, V = verb.",,,,,,,,,,,
"AoA = Age of Acquisition, new = ratings collected for the present study, MRC = ratings (not specified for word class), available on the MRC Psycholinguistic Database (1997). Oxford: Medical Research Council.",,,,,,,,,,,
"Frequency = logarithm of combined written and spoken count divided by total words in corpus of Celex Database (Baayen, R.H., Piepenbrock, R. & Gulikers, L. (1995). The CELEX Lexical Database [CD ROM]. Philadelphia, PA: Linguistic Data Consortium, University of Pennsylvania).",,,,,,,,,,,
WORD,Word type,new AoA,new Imageability,MRC AoA,MRC Imageability,Frequency,AoA_Kup,Bird_recalc,Bird_recalc2,,
speech therapist,N,628,424,.,.,-1.5539,#N/A,12.00296,12.50078736,,
speed,N,372,503,.,.,1.9049,5.11,6.99304,6.80504336,,
spell,N,305,420,292,429,1.2709,5.06,5.68185,5.639841,,
spend,V,310,506,.,.,2.4492,6.44,5.7797,5.722134,,
spider,N,254,.,.,597,0.8475,3.43,4.68378,4.84340664,,
spill,V,249,517,.,.,1.255,3.84,4.58593,4.76953604,,
Spiritualist,N,631,278,.,.,-0.0506,13.22,12.06167,12.57922044,,
spit,V,288,.,.,.,1.1801,5.06,5.34916,5.36566976,,
spiteful,A,392,.,.,334,0.3034,10.89,7.38444,7.17903456,,
spitefulness,N,458,309,.,.,-0.6576,11.21985,8.67606,8.49857256,,
splash,V,239,512,.,.,1.0026,3.67,4.39023,4.62405084,,
split,V,355,459,381,445,1.5246,6.25,6.66035,6.496611,,
splutter,V,402,424,.,.,0.3598,12.87,7.58014,7.37054216,,
spoil,V,323,387,.,.,1.4648,6.3,6.03411,5.93961516,,
spray,V,383,522,.,559,1.0024,5.8,7.20831,7.00924956,,
spraypainter,N,607,461,.,.,-1.5539,#N/A,11.59199,11.95933596,,
sprint,V,454,523,428,526,0.4373,8.61,8.59778,8.41487064,,
spy,V,396,460,.,.,0.692,8,7.46272,7.25527664,,
squirrel,N,353,.,.,642,0.7885,4.44,6.62121,6.46089636,,
Sri Lanka,N,631,391,.,.,-1.5539,#N/A,12.06167,12.57922044,,
stack,V,409,467,.,.,1.0438,5.63,7.71713,7.50638724,,
staff,N,445,429,403,478,2.0804,10,8.42165,8.228301,,
stag,N,460,553,.,.,0.7427,12.35,8.7152,8.540604,,
stair,N,245,.,.,551,0.5667,3.84,4.50765,4.710981,,
stamp,V,269,494,.,.,1.2214,6.33,4.97733,5.06953044,,
starling,N,370,553,.,.,0.179,13,6.9539,6.768306,,
start,N,353,308,.,.,1.6796,4.37,6.62121,6.46089636,,
start,V,290,.,.,.,2.6552,4.37,5.3883,5.397474,,
state,N,467,277,.,511,2.5101,6.39,8.85219,8.68866156,,
state,V,478,297,.,511,1.7033,6.39,9.06746,8.92430136,,
stature,N,536,338,.,.,0.7642,11.12,10.20252,10.22695584,,
stay,V,311,293,.,321,2.3991,4.22,5.79927,5.73868284,,
steadiness,N,465,336,.,.,-0.1367,8.89,8.81305,8.646209,,
steal,V,327,486,.,448,1.7207,6.17,6.11239,6.00755516,,
step,N,245,503,267,483,2.0122,4.11,4.50765,4.710981,,
step,V,275,465,267,483,1.76,4.11,5.09475,5.161875,,
stepdaughter,N,482,389,.,.,-0.1079,8.61,9.14574,9.01089096,,
stepmother,N,465,438,.,.,0.0899,6.33,8.81305,8.646209,,
stepsister,N,465,385,.,.,-1.2218,8.06,8.81305,8.646209,,
stew,V,390,469,283,587,0.6164,6.95,7.3453,7.141094,,
stewardess,N,579,577,.,.,0.7202,9.35,11.04403,11.25803564,,
stiffen,V,469,421,.,.,0.7723,10.32,8.89133,8.73123444,,
still,F,310,.,.,345,2.9414,5.262587,5.7797,5.722134,,
stir,V,299,.,.,.,1.6134,5.58,5.56443,5.54208204,,
stood,V,297,375,.,.,2.6702,#N/A,5.52529,5.50973636,,
stop,V,243,.,.,452,2.522,2.89,4.46851,4.68188396,,
store,V,394,408,.,506,1.4883,4.76,7.42358,7.21709544,,
story,N,193,.,.,491,2.3589,3.89,3.49001,3.99356196,,
straight,A,301,.,.,453,1.6995,6.797195,5.60357,5.57454804,,
street,N,247,.,.,577,2.5077,4.58,4.54679,4.74019836,,
stress,N,538,429,.,.,1.4991,10,10.24166,10.27367976,,
stretch,V,387,.,.,.,1.8296,5.47,7.28659,7.08440876,,
strict,A,383,.,.,383,1.3631,7.56,7.20831,7.00924956,,
strike,V,432,494,.,.,2.048,7.75,8.16724,7.96311296,,
stroke,N,538,459,.,481,1.3975,9.24,10.24166,10.27367976,,
stroke,V,308,.,.,481,1.2735,9.24,5.74056,5.68912656,,
strong,A,280,.,.,463,2.3266,4.58,5.1926,5.239656,,
stronger,A,333,359,.,.,2.3266,#N/A,6.22981,6.11036756,,
struggle,V,379,461,.,.,1.6404,9.8,7.13003,6.93457164,,
study,V,449,487,.,.,2.07,6.58,8.49993,8.31092004,,
stuff,N,372,305,.,.,1.8116,5,6.99304,6.80504336,,
stupid,A,339,.,.,381,1.579,4.4,6.34723,6.21426284,,
stupidity,N,452,304,.,.,0.9143,7.1,8.55864,8.37320016,,
stutter,N,423,402,.,.,-0.301,8.78,7.99111,7.78249916,,
stutter,V,423,440,.,.,0.3385,8.78,7.99111,7.78249916,,
style,N,482,340,419,416,2.0204,7.58,9.14574,9.01089096,,
subdue,V,568,288,.,.,0.5024,11.17,10.82876,10.98897696,,
submit,V,546,331,.,.,1.3775,8.58,10.39822,10.46177864,,
subtle,A,588,.,.,294,1.3755,11.63,11.22016,11.48088176,,
subtract,V,348,426,.,.,0.6042,6.53,6.52336,6.37213616,,
succeed,V,440,.,.,416,1.8216,8.16,8.3238,8.125704,,
such,F,350,.,.,219,2.9745,6.4242,6.5625,6.40755,,
suck,V,216,519,.,.,1.5553,5.58,3.94012,4.30085024,,
Sudan,N,612,351,.,.,0.5798,#N/A,11.68984,12.08704976,,
sudden,A,368,327,.,361,1.7207,6.669311,6.91476,6.73168896,,
suddenly,ADV,370,327,.,.,2.2743,7.38333,6.9539,6.768306,,
suffocate,V,465,.,.,486,0.6916,10.37,8.81305,8.646209,,
suffrage,N,632,.,.,317,0.4004,14.41,12.08124,12.60542496,,
suggest,V,436,324,.,.,2.3608,8.67,8.24552,8.04416784,,
suit,N,368,568,.,536,1.7189,6.67,6.91476,6.73168896,,
suit,V,443,336,.,536,1.6714,6.67,8.38251,8.18717196,,
suitable,A,445,288,.,.,1.6245,9.78,8.42165,8.228301,,
sulk,V,333,464,.,.,0.5922,7.84,6.22981,6.11036756,,
sunbathe,V,410,599,.,.,0.2253,8.47,7.7367,7.525914,,
support,N,443,412,.,359,2.1268,8.53,8.38251,8.18717196,,
support,V,458,422,.,359,2.0723,8.53,8.67606,8.49857256,,
suppose,V,425,254,.,.,2.3568,8.21,8.03025,7.822425,,
sure,A,328,.,.,285,2.4215,4.85,6.13196,6.02461536,,
surgeon,N,520,612,.,.,1.0569,8.58,9.8894,9.857496,,
surveyor,N,590,460,.,.,0.3385,11.67,11.2593,11.530734,,
survive,V,496,.,.,.,1.9521,7.11,9.41972,9.31774464,,
swallow,N,388,566,308,554,0.5106,5.17,7.30616,7.10327376,,
swallow,V,284,531,308,554,1.5209,5.17,5.27088,5.30242224,,
swam,V,324,508,.,.,1.6699,#N/A,6.05368,5.95655504,,
swan,N,295,652,.,.,0.8745,6.31763,5.48615,5.477511,,
swear,V,403,444,.,.,1.5076,7.21,7.59971,7.38985836,,
sweat,V,399,.,.,560,1.2228,7.26,7.52143,7.31277404,,
Sweden,N,538,444,.,.,1.3481,#N/A,10.24166,10.27367976,,
sweep,V,288,510,281,513,1.7086,4.2,5.34916,5.36566976,,
sweeper,N,339,512,.,.,0.0682,8.22,6.34723,6.21426284,,
sweet,N,172,582,.,493,1.1274,4.53,3.07904,3.72689136,,
sweeten,V,346,438,.,.,0.4378,7.78,6.48422,6.33684264,,
swell,V,396,.,428,410,1.1785,7.42,7.46272,7.25527664,,
swim,N,275,612,256,572,0.9646,4.17,5.09475,5.161875,,
swimming,N,291,.,.,635,0.7806,4.58,5.40787,5.41342124,,
swing,V,237,.,.,.,1.7476,4.16,4.35109,4.59531476,,
switch,V,390,397,.,.,1.6393,4.78,7.3453,7.141094,,
Switzerland,N,529,499,.,.,-1.5539,#N/A,10.06553,10.06436964,,
sympathise,V,542,354,.,.,0.699,#N/A,10.31994,10.36748856,,
table,N,185,.,245,582,2.3712,4.39,3.33345,3.890409,,
tablet,N,368,611,.,.,1.0611,6.83,6.91476,6.73168896,,
Taiwan,N,630,311,.,.,0.525,#N/A,12.0421,12.553046,,
take,V,277,.,.,337,3.2827,4.37,5.13389,5.19289716,,
tale,N,266,.,.,363,1.5045,6.32,4.91862,5.02376424,,
talk,V,216,467,.,453,2.7081,3.68,3.94012,4.30085024,,
tall,A,266,.,.,514,1.8684,4.95,4.91862,5.02376424,,
tan,N,425,503,.,.,0.5391,7.05,8.03025,7.822425,,
Tanganyika,N,639,233,.,.,-1.5539,#N/A,12.21823,12.78969884,,
tangerine,N,401,.,.,625,-0.7757,8.15,7.56057,7.35125604,,
Tanzania,N,641,278,.,.,0.42,#N/A,12.25737,12.84261924,,
Taoism,N,652,100,.,.,-0.9586,#N/A,12.47264,13.13583216,,
tap,V,350,.,222,541,0.9725,5.84,6.5625,6.40755,,
tap dance,V,381,542,.,.,-1.5539,#N/A,7.16917,6.97185044,,
tardiness,N,595,224,.,.,-1.2218,8.72,11.35715,11.655891,,
tardy,A,589,227,.,.,-0.1079,7.32,11.23973,11.50579284,,
taste,N,280,440,.,425,1.7587,4.26,5.1926,5.239656,,
taste,V,269,460,.,425,1.3514,4.26,4.97733,5.06953044,,
tasteful,A,458,375,.,.,-0.1367,9.06,8.67606,8.49857256,,
tax,N,546,421,469,446,2.1156,8.94,10.39822,10.46177864,,
tax,V,557,319,469,446,0.7384,8.94,10.61349,10.72355796,,
tax inspector,N,595,494,.,.,-1.5539,#N/A,11.35715,11.655891,,
taxi,N,443,639,.,.,1.5281,7.58,8.38251,8.18717196,,
taxi driver,N,458,615,.,.,-1.5539,#N/A,8.67606,8.49857256,,
teach,V,304,.,.,429,2.155,4.67,5.66228,5.62347264,,
teaching,N,333,518,.,.,1.8371,5.25193,6.22981,6.11036756,,
tear,V,305,.,264,550,1.7889,4.89,5.68185,5.639841,,
tear (rhyme with beer),N,238,582,264,550,1.7753,#N/A,4.37066,4.60966776,,
tear (rhyme with bear),N,304,529,264,550,0.1621,#N/A,5.66228,5.62347264,,
telephone,V,414,578,.,655,1.3094,4.63,7.81498,7.60432184,,
telephonist,N,535,531,.,.,-0.6576,11.933869,10.18295,10.203639,,
television,N,476,654,.,.,2.0574,4.11,9.02832,8.88118704,,
tell,V,255,.,.,350,3.0268,4.26,4.70335,4.858271,,
temperature,N,399,.,.,460,1.7777,6.17,7.52143,7.31277404,,
temporarily,ADV,516,233,.,.,1.2125,8.076035,9.81112,9.76633424,,
ten,NUM,253,494,.,.,2.355,3.578781,4.66421,4.82857236,,
tenant,N,507,410,.,.,1.4907,10.33,9.63499,9.56297996,,
tend,V,498,340,.,.,2.1156,9.79,9.45886,9.36206216,,
tenet,N,632,142,.,.,0.3802,13.94,12.08124,12.60542496,,
terrible,A,366,.,.,422,1.8905,5.56,6.87562,6.69519224,,
test,N,341,397,.,528,1.9817,6.26,6.38637,6.24913524,,
test,V,366,379,.,528,1.7357,6.26,6.87562,6.69519224,,
Thailand,N,628,383,.,.,-1.5539,#N/A,12.00296,12.50078736,,
thank,V,291,456,.,.,2.0616,3.79,5.40787,5.41342124,,
thankful,A,379,401,.,.,0.616,5.5,7.13003,6.93457164,,
that,F,248,.,.,225,3.6641,5.529012,4.56636,4.75485216,,
thatch,V,467,472,.,.,0.6866,10.72,8.85219,8.68866156,,
thaw,V,414,482,381,466,0.4795,8.11,7.81498,7.60432184,,
the,F,203,.,.,209,4.7772,3.983747,3.68571,4.12521036,,
The Yemen,N,650,265,.,.,-1.5539,#N/A,12.4335,13.08225,,
their,F,295,.,.,255,3.4625,5.262587,5.48615,5.477511,,
theirs,F,302,230,.,.,1.2287,#N/A,5.62314,5.59082616,,
them,F,266,.,.,368,3.3714,4.900249,4.91862,5.02376424,,
theme,N,504,.,.,395,1.5647,8.5,9.57628,9.49573664,,
themselves,F,383,222,.,.,2.5246,5.944635,7.20831,7.00924956,,
then,F,271,.,.,204,3.2754,6.74391,5.01647,5.10019164,,
thence,F,514,142,.,.,0.5922,11.283792,9.77198,9.72093384,,
theology,N,620,250,.,.,0.9345,12.72,11.8464,12.292956,,
therapist,N,628,363,.,.,0.8904,10.89,12.00296,12.50078736,,
there,F,245,.,.,283,3.5263,5.25193,4.50765,4.710981,,
therefore,F,420,.,.,243,2.3036,9.94101,7.9324,7.722836,,
these,F,260,.,.,267,3.1031,6.4242,4.8012,4.933044,,
they,F,232,.,.,312,3.6937,4.878935,4.25324,4.52400096,,
thieving,A,420,449,.,.,-0.2147,9.280276,7.9324,7.722836,,
thing,N,247,.,.,358,3.0167,4.58,4.54679,4.74019836,,
think,V,303,.,.,384,3.3019,4.75,5.64271,5.60713436,,
this,F,228,.,.,279,3.6762,4.93222,4.17496,4.46749136,,
thoroughly,ADV,463,282,.,.,1.4547,10.15415,8.77391,8.60387676,,
those,F,286,.,.,247,2.9463,5.006819,5.31002,5.33398584,,
though,F,383,157,.,.,2.7612,7.319388,7.20831,7.00924956,,
thought,N,372,332,347,348,2.2829,5.89135,6.99304,6.80504336,,
thoughtfulness,N,460,368,.,.,-0.2518,9.32,8.7152,8.540604,,
thoughtless,A,454,340,.,.,0.2923,9.56,8.59778,8.41487064,,
threaten,V,424,472,.,.,1.7993,8.95,8.01068,7.80244704,,
three,NUM,178,.,.,495,2.8019,3.685351,3.19646,3.80172936,,
threw,V,308,.,.,421,2.2032,#N/A,5.74056,5.68912656,,
thrill,V,415,442,403,483,0.9593,8.37,7.83455,7.623999,,
thrilled,A,413,467,.,.,0.9595,#N/A,7.79541,7.58467476,,
thrive,V,504,390,.,.,1.0792,9.35,9.57628,9.49573664,,
through,F,357,.,.,320,2.9222,5.816751,6.69949,6.53244596,,
thrush,N,368,564,.,.,0.2095,15.75,6.91476,6.73168896,,
thump,V,350,518,.,.,0.8451,7.63,6.5625,6.40755,,
thunder,V,314,526,.,554,0.7765,4.89,5.85798,5.78850984,,
thus,F,456,.,.,267,2.2549,9.19502,8.63692,8.45666144,,
Tibet,N,622,352,.,.,-0.0223,#N/A,11.88554,12.34473336,,
tidy,V,323,459,.,478,0.9403,8.53,6.03411,5.93961516,,
Tierra del Fuego,N,639,132,.,.,-1.5539,#N/A,12.21823,12.78969884,,
tiger,N,331,.,.,606,1.0776,4,6.19067,6.07597644,,
tile,V,484,461,.,.,0.4771,6.8,9.18488,9.05436624,,
time,N,282,405,.,413,3.2955,5.16,5.23174,5.27097896,,
time,V,388,408,.,413,0.6816,5.16,7.30616,7.10327376,,
timidity,N,516,324,.,.,0.3711,10.83,9.81112,9.76633424,,
timpanist,N,622,289,.,.,-1.2218,13.393878,11.88554,12.34473336,,
tinker,N,443,381,.,.,-0.301,7.61,8.38251,8.18717196,,
tiny,A,258,444,.,.,1.9406,5.33,4.76206,4.90304456,,
tired,A,223,.,.,419,1.8157,4.62,4.07711,4.39753116,,
tiredness,N,355,467,.,.,0.3802,7.22,6.66035,6.496611,,
tirelessness,N,514,313,.,.,-1.5539,10.122179,9.77198,9.72093384,,
to,F,204,.,.,220,3.8465,3.951776,3.70528,4.13854064,,
toad,N,368,.,.,591,0.628,6.11,6.91476,6.73168896,,
toast,V,364,556,.,594,0.5601,4.67,6.83648,6.65881584,,
toboggan,V,396,564,.,.,-0.301,10.12,7.46272,7.25527664,,
today,F,238,374,.,.,2.3446,4.772365,4.37066,4.60966776,,
together,F,284,.,.,426,2.5637,5.944635,5.27088,5.30242224,,
tolerance,N,531,309,.,.,1.012,8.63,10.10467,10.11067244,,
tolerate,V,535,331,.,.,1.1703,10.45,10.18295,10.203639,,
tomorrow,F,256,364,.,.,1.7818,5.187988,4.72292,4.87316544,,
too,F,310,.,.,261,3.0187,5.102732,5.7797,5.722134,,
top,N,228,.,.,486,2.237,3.89,4.17496,4.46749136,,
tortoise,N,331,.,.,539,0.7515,5.88,6.19067,6.07597644,,
Tory,N,600,433,.,.,1.1553,#N/A,11.455,11.7818,,
toughen,V,516,315,.,.,0.1271,8.42,9.81112,9.76633424,,
towards,F,376,304,.,.,2.4192,6.275002,7.07132,6.87887904,,
town,N,310,.,.,553,2.3497,5.11,5.7797,5.722134,,
train,V,443,406,.,593,1.772,4,8.38251,8.18717196,,
traindriver,N,340,569,.,.,-1.5539,8.34246,6.3668,6.231684,,
transform,V,529,.,.,305,1.4564,8.17,10.06553,10.06436964,,
translate,V,532,405,.,.,1.2986,10,10.12424,10.13386896,,
travel,V,379,552,.,506,1.9781,5.9,7.13003,6.93457164,,
treasure,N,340,589,.,.,1.1623,6.06,6.3668,6.231684,,
treasure,V,432,417,.,.,0.6335,6.06,8.16724,7.96311296,,
treat,V,374,389,.,360,1.9936,4.61,7.03218,6.84190104,,
tree,N,213,.,203,622,2.2827,3.57,3.88141,4.25986676,,
tree surgeon,N,592,445,.,.,-1.5539,#N/A,11.29844,11.58070656,,
trend,N,534,.,.,373,1.5492,10.84,10.16338,10.18035224,,
trick,N,320,386,308,459,1.4681,6.05,5.9754,5.888976,,
trouble,N,318,358,322,395,2.1935,4.56,5.93626,5.85536696,,
trust,N,409,347,400,356,1.6524,6.55,7.71713,7.50638724,,
trustworthiness,N,532,325,.,.,-0.3468,10.04758,10.12424,10.13386896,,
trustworthy,A,523,.,.,337,0.2385,8.05,9.94811,9.92618316,,
truth,N,318,.,.,374,2.1283,4.42,5.93626,5.85536696,,
truthful,A,351,348,.,.,0.5988,6.28,6.58207,6.42530204,,
truthfulness,N,409,311,.,.,-0.2147,7.5,7.71713,7.50638724,,
try,V,269,362,229,318,2.8689,3.44,4.97733,5.06953044,,
Tunisia,N,622,336,.,.,0.316,#N/A,11.88554,12.34473336,,
tunnel,N,325,591,.,578,1.2357,5.89,6.07325,5.973525,,
Turkey,N,540,408,.,.,0.985,3.95,10.2808,10.320524,,
turn,V,288,.,233,384,2.763,4.11,5.34916,5.36566976,,
turquoise,N,484,545,.,.,-0.1079,7.68,9.18488,9.05436624,,
tut,V,448,383,.,.,-0.4685,10.825541,8.48036,8.29022016,,
tutor,N,540,469,.,.,1.4108,8.65,10.2808,10.320524,,
TV,N,504,643,.,.,1.579,3.472211,9.57628,9.49573664,,
twelve,NUM,301,545,.,.,1.8496,4.484626,5.60357,5.57454804,,
twist,V,338,521,.,529,1.5898,6.46,6.32766,6.19687176,,
two,NUM,180,.,.,445,3.1372,4.239515,3.2356,3.826916,,
type,N,460,276,383,395,2.1397,6.58,8.7152,8.540604,,
type,V,489,.,383,395,1.2286,6.58,9.28273,9.16358084,,
typist,N,510,564,.,.,0.5798,8.56,9.6937,9.630494,,
ugly,A,308,.,.,491,1.3955,4.17,5.74056,5.68912656,,
Ulster,N,598,432,.,.,0.8506,14.2,11.41586,11.73134616,,
Ulster Unionist,N,648,315,.,.,-1.5539,#N/A,12.39436,13.02878816,,
ultimate,A,588,262,.,.,1.447,10.37,11.22016,11.48088176,,
unbreakable,A,484,368,.,.,-1.5539,8.11,9.18488,9.05436624,,
uncork,V,514,502,.,.,-0.4089,10.79,9.77198,9.72093384,,
uncover,V,437,469,.,.,0.8338,7.17,8.26509,8.06450676,,
under,F,284,.,.,426,2.726,5.89135,5.27088,5.30242224,,
underdevelop,V,600,255,.,.,-1.5539,10.878826,11.455,11.7818,,
understand,V,394,340,.,.,2.4648,6.17,7.42358,7.21709544,,
understanding,N,510,313,442,377,1.7574,7.83,9.6937,9.630494,,
unease,N,549,300,.,.,0.7686,8.42,10.45693,10.53281204,,
unfairness,N,439,321,.,.,0.1931,7.42,8.30423,8.10527484,,
unfortunately,ADV,454,245,.,.,1.647,7.926837,8.59778,8.41487064,,
unharmonious,A,598,257,.,.,-1.5539,12.551975,11.41586,11.73134616,,
unhealthy,A,467,437,.,.,0.6767,6.78,8.85219,8.68866156,,
Unionist,N,650,272,.,.,-0.1079,13.88,12.4335,13.08225,,
United Reform,N,644,200,.,.,-1.5539,#N/A,12.31608,12.92222544,,
unkind,A,331,373,.,.,0.6042,7.21,6.19067,6.07597644,,
unkindness,N,383,336,.,.,-1.5539,7.68,7.20831,7.00924956,,
unknown,A,396,254,406,297,1.5128,8.11,7.46272,7.25527664,,
unless,F,357,189,.,.,2.0905,7.223475,6.69949,6.53244596,,
unpunctual,A,519,351,.,.,-1.5539,12.76,9.86983,9.83466044,,
unpunctuality,N,544,313,.,.,-1.5539,10.24,10.35908,10.41457344,,
unreliability,N,551,315,.,.,-1.5539,10.282034,10.49607,10.58031804,,
unreliable,A,514,358,.,.,0.6395,8.89,9.77198,9.72093384,,
unsavoury,A,560,329,.,.,0.1931,#N/A,10.6722,10.795584,,
until,F,322,212,.,.,2.2398,5.89135,6.01454,5.92270536,,
untrustworthy,A,508,297,.,.,-1.5539,11.11,9.65456,9.58545456,,
untruthfulness,N,527,262,.,.,-1.5539,8.960566,10.02639,10.01818716,,
up,F,189,.,.,391,2.665,2.918047,3.41173,3.94174484,,
upon,F,260,.,.,334,2.4442,6.179089,4.8012,4.933044,,
upset,A,290,455,329,416,1.2962,5.26,5.3883,5.397474,,
upset,N,383,348,329,416,0.2385,5.26,7.20831,7.00924956,,
upset,V,329,416,329,416,1.3683,5.26,6.15153,6.04170564,,
upwards,F,333,.,.,366,1.2962,7.436615,6.22981,6.11036756,,
Urdu,N,648,214,.,.,-0.0757,#N/A,12.39436,13.02878816,,
Uruguay,N,621,284,.,.,0.0492,#N/A,11.86597,12.31882964,,
us,F,227,.,.,428,2.9437,4.18623,4.15539,4.45343916,,
USA,N,454,622,.,.,2.9886,#N/A,8.59778,8.41487064,,
use,V,323,336,.,.,2.0927,4.5,6.03411,5.93961516,,
used,A,316,.,.,344,1.3142,#N/A,5.89712,5.82187824,,
usherette,N,476,535,.,.,-0.6576,13.095482,9.02832,8.88118704,,
vacuum,V,439,599,.,479,0.0482,6.74,8.30423,8.10527484,,
vague,A,493,.,.,321,1.4042,9.84,9.36101,9.25149396,,
valuation,N,579,347,.,.,0.4378,12.71,11.04403,11.25803564,,
value,N,467,351,433,289,2.2381,6.78,8.85219,8.68866156,,
value,V,499,342,433,289,1.0259,6.78,9.47843,9.38426604,,
vanity,N,501,.,.,406,0.8807,11.39,9.51757,9.42876404,,
various,A,463,276,.,.,2.1072,9.58,8.77391,8.60387676,,
vary,V,488,.,.,272,1.7515,8.94,9.26316,9.14167776,,
vault,V,473,476,.,550,0.5922,9.16,8.96961,8.81674116,,
Venezuela,N,631,321,.,.,0.3802,#N/A,12.06167,12.57922044,,
verbalise,V,628,230,.,.,-0.0518,#N/A,12.00296,12.50078736,,
vermillion,N,588,352,.,.,-0.3248,#N/A,11.22016,11.48088176,,
versify,V,635,175,.,.,-1.2218,12.28555,12.13995,12.684219,,
very,F,275,.,.,243,3.2066,4.900249,5.09475,5.161875,,
vet,N,385,577,.,494,0.7846,7.78,7.24745,7.046769,,
veto,V,611,327,636,336,0.3599,11.39,11.67027,12.06144684,,
vicious,A,476,.,.,441,1.0589,9.53,9.02832,8.88118704,,
view,N,394,552,.,430,2.4148,5.63,7.42358,7.21709544,,
view,V,471,413,.,430,1.4787,5.63,8.93047,8.77392764,,
vigorous,A,519,383,.,.,1.0874,10.14,9.86983,9.83466044,,
vigour,N,536,363,.,.,0.8743,#N/A,10.20252,10.22695584,,
villain,N,417,514,.,.,0.7597,8.28,7.87369,7.66344356,,
violence,N,441,546,.,.,1.8183,6.39,8.34337,8.14616324,,
virtuous,A,534,379,.,.,0.6665,12.1,10.16338,10.18035224,,
visit,V,297,433,.,.,2.0427,5.79,5.52529,5.50973636,,
vole,N,514,480,.,.,-0.2518,12,9.77198,9.72093384,,
volunteer,V,488,.,.,.,0.8904,6.89,9.26316,9.14167776,,
vote,N,497,456,486,477,1.7076,7.79,9.43929,9.33988836,,
vote,V,488,.,486,477,1.7604,7.79,9.26316,9.14167776,,
wail,V,439,471,.,452,0.9725,9.41,8.30423,8.10527484,,
wait,V,299,440,.,357,2.5045,4.3,5.56443,5.54208204,,
waiter,N,417,596,.,.,1.3469,8.28,7.87369,7.66344356,,
waitress,N,407,599,.,.,1.037,7.22,7.67799,7.46742396,,
Wales,N,415,568,.,.,-1.5539,#N/A,7.83455,7.623999,,
walk,N,230,558,206,505,1.7317,3.45,4.2141,4.495686,,
walkway,N,525,448,.,.,-1.5539,7.95,9.98725,9.972125,,
wallaby,N,555,515,.,.,-0.3468,12.36,10.57435,10.675691,,
wallpaper,V,387,562,.,.,-0.301,6.55,7.28659,7.08440876,,
wander,V,374,.,.,406,1.5673,6.89,7.03218,6.84190104,,
want,N,254,292,.,361,-1.5539,4.16,4.68378,4.84340664,,
want,V,228,308,.,361,3.0498,4.16,4.17496,4.46749136,,
war,N,366,596,314,551,2.559,7.67,6.87562,6.69519224,,
warder,N,532,472,.,.,0.1461,10.27,10.12424,10.13386896,,
warm,A,234,508,.,441,1.958,4.65,4.29238,4.55243624,,
warm,V,303,491,.,441,1.3796,4.65,5.64271,5.60713436,,
warmth,N,323,.,.,551,1.3786,6.26,6.03411,5.93961516,,
warn,V,374,.,.,359,1.6931,5.74,7.03218,6.84190104,,
warning,N,372,460,.,.,1.5873,6.11,6.99304,6.80504336,,
was,V,208,.,.,264,4.5842,#N/A,3.78356,4.19216256,,
wash,V,195,584,186,522,1.968,4,3.52915,4.019651,,
washing up,N,273,612,.,.,-1.5539,#N/A,5.05561,5.13097316,,
wasp,N,279,643,.,.,0.7767,5.58,5.17303,5.22403964,,
water,N,180,655,153,632,2.6641,2.37,3.2356,3.826916,,
water,V,286,561,153,632,0.9458,2.37,5.31002,5.33398584,,
wave,V,213,.,.,542,1.6572,4.26,3.88141,4.25986676,,
waver,V,504,343,.,.,0.7889,11.26,9.57628,9.49573664,,
way,N,275,.,.,315,3.121,5.39,5.09475,5.161875,,
we,F,211,.,.,389,3.559,5.03879,3.84227,4.23269484,,
weak,A,340,.,.,414,1.7737,5.58,6.3668,6.231684,,
wealth,N,437,.,.,500,1.7642,8.76,8.26509,8.06450676,,
wealthier,A,478,354,.,.,1.244,#N/A,9.06746,8.92430136,,
wealthy,A,452,465,.,.,1.244,7.89,8.55864,8.37320016,,
wear,V,260,483,.,328,2.3845,4.63,4.8012,4.933044,,
weasel,N,458,518,.,.,0.2095,7.25,8.67606,8.49857256,,
weather,N,292,564,292,537,1.8131,5.94,5.42744,5.42939856,,
weather,V,491,364,292,537,0.6556,5.94,9.32187,9.20747724,,
weave,V,428,.,.,.,0.567,9.89,8.08896,7.88253936,,
weeping,A,342,.,.,499,-0.0224,6.679968,6.40594,6.26661656,,
weigh,V,348,.,.,411,1.4779,6.62,6.52336,6.37213616,,
weightlift,V,568,525,.,.,-1.5539,9.40816,10.82876,10.98897696,,
welcome,V,398,530,342,470,1.5158,4.06,7.50186,7.29357816,,
welder,N,570,488,.,.,0.0492,9.37,10.8679,11.037626,,
well-being,N,510,348,.,.,-1.5539,#N/A,9.6937,9.630494,,
well,F,288,432,.,522,3.0425,6.157775,5.34916,5.36566976,,
wellmannered,A,452,433,.,.,-1.5539,8.214576,8.55864,8.37320016,,
Welsh,A,443,449,.,.,0.2253,12.93,8.38251,8.18717196,,
Welsh Nationalist,N,644,266,.,.,-1.5539,#N/A,12.31608,12.92222544,,
went,V,275,.,.,308,3.4617,#N/A,5.09475,5.161875,,
Wesleyan,N,592,235,.,.,-1.5539,#N/A,11.29844,11.58070656,,
West Indies,N,581,418,.,.,-1.5539,#N/A,11.08317,11.30734644,,
