Word,task,rating,lexicalCategory,phonemes,totalMorphemes,concreteness,babyAVG
they,alien,15,function,2.0,1,2.93,2.909090909
they,alien,35,function,2.0,1,2.93,2.909090909
they,alien,100,function,2.0,1,2.93,2.909090909
they,alien,70,function,2.0,1,2.93,2.909090909
they,alien,24,function,2.0,1,2.93,2.909090909
think,alien,22,verb,4.0,1,2.41,2.7
think,alien,60,verb,4.0,1,2.41,2.7
think,alien,27,verb,4.0,1,2.41,2.7
think,alien,65,verb,4.0,1,2.41,2.7
think,alien,44,verb,4.0,1,2.41,2.7
think,alien,0,verb,4.0,1,2.41,2.7
think,alien,31,verb,4.0,1,2.41,2.7
think,alien,15,verb,4.0,1,2.41,2.7
think,alien,18,verb,4.0,1,2.41,2.7
think,alien,0,verb,4.0,1,2.41,2.7
thirsty,alien,75,adjective,5.0,2,3.86,4.454545455
thirsty,alien,100,adjective,5.0,2,3.86,4.454545455
thirsty,alien,85,adjective,5.0,2,3.86,4.454545455
thirsty,alien,15,adjective,5.0,2,3.86,4.454545455
thirsty,alien,50,adjective,5.0,2,3.86,4.454545455
thirsty,alien,76,adjective,5.0,2,3.86,4.454545455
thirsty,alien,5,adjective,5.0,2,3.86,4.454545455
thirsty,alien,7,adjective,5.0,2,3.86,4.454545455
thirsty,alien,23,adjective,5.0,2,3.86,4.454545455
thirsty,alien,91,adjective,5.0,2,3.86,4.454545455
thirsty,alien,92,adjective,5.0,2,3.86,4.454545455
thirsty,alien,61,adjective,5.0,2,3.86,4.454545455
thirsty,alien,78,adjective,5.0,2,3.86,4.454545455
thirsty,alien,59,adjective,5.0,2,3.86,4.454545455
thirsty,alien,15,adjective,5.0,2,3.86,4.454545455
thirsty,alien,61,adjective,5.0,2,3.86,4.454545455
thirsty,alien,19,adjective,5.0,2,3.86,4.454545455
thirsty,alien,69,adjective,5.0,2,3.86,4.454545455
thirsty,alien,63,adjective,5.0,2,3.86,4.454545455
thirsty,alien,100,adjective,5.0,2,3.86,4.454545455
thirsty,alien,100,adjective,5.0,2,3.86,4.454545455
thirsty,alien,56,adjective,5.0,2,3.86,4.454545455
this,alien,6,function,3.0,1,2.14,2.3
this,alien,25,function,3.0,1,2.14,2.3
this,alien,10,function,3.0,1,2.14,2.3
this,alien,50,function,3.0,1,2.14,2.3
this,alien,20,function,3.0,1,2.14,2.3
this,alien,9,function,3.0,1,2.14,2.3
this,alien,22,function,3.0,1,2.14,2.3
this,alien,50,function,3.0,1,2.14,2.3
this,alien,5,function,3.0,1,2.14,2.3
this,alien,2,function,3.0,1,2.14,2.3
those,alien,61,function,3.0,1,2.32,2.818181818
those,alien,68,function,3.0,1,2.32,2.818181818
those,alien,77,function,3.0,1,2.32,2.818181818
those,alien,20,function,3.0,1,2.32,2.818181818
those,alien,91,function,3.0,1,2.32,2.818181818
those,alien,0,function,3.0,1,2.32,2.818181818
those,alien,66,function,3.0,1,2.32,2.818181818
those,alien,36,function,3.0,1,2.32,2.818181818
those,alien,21,function,3.0,1,2.32,2.818181818
those,alien,35,function,3.0,1,2.32,2.818181818
those,alien,55,function,3.0,1,2.32,2.818181818
those,alien,20,function,3.0,1,2.32,2.818181818
those,alien,14,function,3.0,1,2.32,2.818181818
those,alien,13,function,3.0,1,2.32,2.818181818
those,alien,43,function,3.0,1,2.32,2.818181818
those,alien,55,function,3.0,1,2.32,2.818181818
those,alien,16,function,3.0,1,2.32,2.818181818
throw,alien,10,verb,3.0,1,4.04,3.5
throw,alien,76,verb,3.0,1,4.04,3.5
throw,alien,47,verb,3.0,1,4.04,3.5
throw,alien,6,verb,3.0,1,4.04,3.5
throw,alien,43,verb,3.0,1,4.04,3.5
throw,alien,0,verb,3.0,1,4.04,3.5
throw,alien,10,verb,3.0,1,4.04,3.5
throw,alien,52,verb,3.0,1,4.04,3.5
throw,alien,95,verb,3.0,1,4.04,3.5
throw,alien,20,verb,3.0,1,4.04,3.5
tickle,alien,100,verb,4.0,1,3.85,6.842105263
tickle,alien,50,verb,4.0,1,3.85,6.842105263
tickle,alien,39,verb,4.0,1,3.85,6.842105263
tickle,alien,30,verb,4.0,1,3.85,6.842105263
tickle,alien,10,verb,4.0,1,3.85,6.842105263
tickle,alien,50,verb,4.0,1,3.85,6.842105263
tickle,alien,20,verb,4.0,1,3.85,6.842105263
tickle,alien,19,verb,4.0,1,3.85,6.842105263
tickle,alien,10,verb,4.0,1,3.85,6.842105263
tickle,alien,49,verb,4.0,1,3.85,6.842105263
tiger,alien,86,noun,4.0,1,5.0,2.0
tiger,alien,60,noun,4.0,1,5.0,2.0
tiger,alien,46,noun,4.0,1,5.0,2.0
tiger,alien,14,noun,4.0,1,5.0,2.0
tiger,alien,9,noun,4.0,1,5.0,2.0
tiger,alien,9,noun,4.0,1,5.0,2.0
tiger,alien,22,noun,4.0,1,5.0,2.0
tiger,alien,5,noun,4.0,1,5.0,2.0
tiger,alien,10,noun,4.0,1,5.0,2.0
tiger,alien,100,noun,4.0,1,5.0,2.0
tiger,alien,12,noun,4.0,1,5.0,2.0
tiger,alien,96,noun,4.0,1,5.0,2.0
tights,alien,20,noun,3.0,2,4.62,2.666666667
tights,alien,94,noun,3.0,2,4.62,2.666666667
tights,alien,20,noun,3.0,2,4.62,2.666666667
tights,alien,14,noun,3.0,2,4.62,2.666666667
tights,alien,50,noun,3.0,2,4.62,2.666666667
tights,alien,46,noun,3.0,2,4.62,2.666666667
tights,alien,2,noun,3.0,2,4.62,2.666666667
tights,alien,12,noun,3.0,2,4.62,2.666666667
tights,alien,26,noun,3.0,2,4.62,2.666666667
tights,alien,69,noun,3.0,2,4.62,2.666666667
tights,alien,82,noun,3.0,2,4.62,2.666666667
tights,alien,32,noun,3.0,2,4.62,2.666666667
tights,alien,57,noun,3.0,2,4.62,2.666666667
tights,alien,23,noun,3.0,2,4.62,2.666666667
tights,alien,93,noun,3.0,2,4.62,2.666666667
tights,alien,39,noun,3.0,2,4.62,2.666666667
tights,alien,56,noun,3.0,2,4.62,2.666666667
time,alien,73,noun,3.0,1,3.07,4.3
time,alien,10,noun,3.0,1,3.07,4.3
time,alien,10,noun,3.0,1,3.07,4.3
time,alien,80,noun,3.0,1,3.07,4.3
time,alien,21,noun,3.0,1,3.07,4.3
time,alien,22,noun,3.0,1,3.07,4.3
time,alien,78,noun,3.0,1,3.07,4.3
time,alien,23,noun,3.0,1,3.07,4.3
time,alien,39,noun,3.0,1,3.07,4.3
time,alien,40,noun,3.0,1,3.07,4.3
time,alien,39,noun,3.0,1,3.07,4.3
time,alien,50,noun,3.0,1,3.07,4.3
tiny,alien,12,adjective,4.0,1,3.11,8.0
tiny,alien,63,adjective,4.0,1,3.11,8.0
tiny,alien,73,adjective,4.0,1,3.11,8.0
tiny,alien,51,adjective,4.0,1,3.11,8.0
tiny,alien,70,adjective,4.0,1,3.11,8.0
tiny,alien,64,adjective,4.0,1,3.11,8.0
tiny,alien,98,adjective,4.0,1,3.11,8.0
tiny,alien,10,adjective,4.0,1,3.11,8.0
tiny,alien,14,adjective,4.0,1,3.11,8.0
tiny,alien,77,adjective,4.0,1,3.11,8.0
tiny,alien,29,adjective,4.0,1,3.11,8.0
tiny,alien,47,adjective,4.0,1,3.11,8.0
tiny,alien,35,adjective,4.0,1,3.11,8.0
tiny,alien,29,adjective,4.0,1,3.11,8.0
tired,alien,70,adjective,5.0,2,3.0,4.25
tired,alien,53,adjective,5.0,2,3.0,4.25
tired,alien,69,adjective,5.0,2,3.0,4.25
tired,alien,34,adjective,5.0,2,3.0,4.25
tired,alien,30,adjective,5.0,2,3.0,4.25
tired,alien,20,adjective,5.0,2,3.0,4.25
tired,alien,0,adjective,5.0,2,3.0,4.25
tired,alien,41,adjective,5.0,2,3.0,4.25
tired,alien,16,adjective,5.0,2,3.0,4.25
tired,alien,26,adjective,5.0,2,3.0,4.25
tired,alien,70,adjective,5.0,2,3.0,4.25
tired,alien,50,adjective,5.0,2,3.0,4.25
tissue,alien,5,noun,5.0,1,4.93,3.0
tissue,alien,0,noun,5.0,1,4.93,3.0
tissue,alien,2,noun,5.0,1,4.93,3.0
tissue,alien,45,noun,5.0,1,4.93,3.0
tissue,alien,100,noun,5.0,1,4.93,3.0
tissue,alien,29,noun,5.0,1,4.93,3.0
tissue,alien,15,noun,5.0,1,4.93,3.0
tissue,alien,30,noun,5.0,1,4.93,3.0
tissue,alien,60,noun,5.0,1,4.93,3.0
tissue,alien,46,noun,5.0,1,4.93,3.0
tissue,alien,47,noun,5.0,1,4.93,3.0
tissue,alien,10,noun,5.0,1,4.93,3.0
tissue,alien,0,noun,5.0,1,4.93,3.0
tissue,alien,8,noun,5.0,1,4.93,3.0
tissue,alien,16,noun,5.0,1,4.93,3.0
tissue,alien,31,noun,5.0,1,4.93,3.0
tissue,alien,70,noun,5.0,1,4.93,3.0
to,alien,57,function,2.0,1,1.55,2.5
to,alien,77,function,2.0,1,1.55,2.5
to,alien,0,function,2.0,1,1.55,2.5
to,alien,4,function,2.0,1,1.55,2.5
to,alien,0,function,2.0,1,1.55,2.5
to,alien,3,function,2.0,1,1.55,2.5
to,alien,22,function,2.0,1,1.55,2.5
to,alien,18,function,2.0,1,1.55,2.5
to,alien,4,function,2.0,1,1.55,2.5
to,alien,60,function,2.0,1,1.55,2.5
to,alien,45,function,2.0,1,1.55,2.5
toast,alien,55,noun,4.0,1,4.93,2.533333333
toast,alien,0,noun,4.0,1,4.93,2.533333333
toast,alien,38,noun,4.0,1,4.93,2.533333333
toast,alien,14,noun,4.0,1,4.93,2.533333333
toast,alien,0,noun,4.0,1,4.93,2.533333333
toast,alien,81,noun,4.0,1,4.93,2.533333333
toast,alien,9,noun,4.0,1,4.93,2.533333333
toast,alien,50,noun,4.0,1,4.93,2.533333333
toast,alien,10,noun,4.0,1,4.93,2.533333333
toast,alien,0,noun,4.0,1,4.93,2.533333333
toast,alien,0,noun,4.0,1,4.93,2.533333333
toast,alien,65,noun,4.0,1,4.93,2.533333333
toast,alien,54,noun,4.0,1,4.93,2.533333333
toast,alien,5,noun,4.0,1,4.93,2.533333333
toast,alien,27,noun,4.0,1,4.93,2.533333333
toast,alien,2,noun,4.0,1,4.93,2.533333333
toast,alien,48,noun,4.0,1,4.93,2.533333333
toast,alien,66,noun,4.0,1,4.93,2.533333333
today,alien,8,noun,4.0,2,2.57,2.714285714
today,alien,17,noun,4.0,2,2.57,2.714285714
today,alien,3,noun,4.0,2,2.57,2.714285714
today,alien,10,noun,4.0,2,2.57,2.714285714
today,alien,49,noun,4.0,2,2.57,2.714285714
today,alien,31,noun,4.0,2,2.57,2.714285714
today,alien,5,noun,4.0,2,2.57,2.714285714
today,alien,9,noun,4.0,2,2.57,2.714285714
today,alien,90,noun,4.0,2,2.57,2.714285714
today,alien,30,noun,4.0,2,2.57,2.714285714
today,alien,21,noun,4.0,2,2.57,2.714285714
toe,alien,19,noun,2.0,1,4.93,4.357142857
toe,alien,63,noun,2.0,1,4.93,4.357142857
toe,alien,36,noun,2.0,1,4.93,4.357142857
toe,alien,10,noun,2.0,1,4.93,4.357142857
toe,alien,69,noun,2.0,1,4.93,4.357142857
toe,alien,10,noun,2.0,1,4.93,4.357142857
toe,alien,10,noun,2.0,1,4.93,4.357142857
toe,alien,74,noun,2.0,1,4.93,4.357142857
toe,alien,100,noun,2.0,1,4.93,4.357142857
toe,alien,3,noun,2.0,1,4.93,4.357142857
tomorrow,alien,0,noun,6.0,2,2.04,2.133333333
tomorrow,alien,20,noun,6.0,2,2.04,2.133333333
tomorrow,alien,51,noun,6.0,2,2.04,2.133333333
tomorrow,alien,21,noun,6.0,2,2.04,2.133333333
tomorrow,alien,91,noun,6.0,2,2.04,2.133333333
tomorrow,alien,91,noun,6.0,2,2.04,2.133333333
tomorrow,alien,39,noun,6.0,2,2.04,2.133333333
tomorrow,alien,39,noun,6.0,2,2.04,2.133333333
tomorrow,alien,50,noun,6.0,2,2.04,2.133333333
tomorrow,alien,7,noun,6.0,2,2.04,2.133333333
tomorrow,alien,0,noun,6.0,2,2.04,2.133333333
tomorrow,alien,90,noun,6.0,2,2.04,2.133333333
tomorrow,alien,70,noun,6.0,2,2.04,2.133333333
tomorrow,alien,13,noun,6.0,2,2.04,2.133333333
tongue,alien,23,noun,3.0,1,4.93,3.8
tongue,alien,0,noun,3.0,1,4.93,3.8
tongue,alien,92,noun,3.0,1,4.93,3.8
tongue,alien,79,noun,3.0,1,4.93,3.8
tongue,alien,10,noun,3.0,1,4.93,3.8
tongue,alien,60,noun,3.0,1,4.93,3.8
tongue,alien,10,noun,3.0,1,4.93,3.8
tongue,alien,9,noun,3.0,1,4.93,3.8
tongue,alien,74,noun,3.0,1,4.93,3.8
tongue,alien,14,noun,3.0,1,4.93,3.8
tongue,alien,88,noun,3.0,1,4.93,3.8
tonight,alien,20,noun,5.0,2,2.93,2.5
tonight,alien,21,noun,5.0,2,2.93,2.5
tonight,alien,18,noun,5.0,2,2.93,2.5
tonight,alien,92,noun,5.0,2,2.93,2.5
tonight,alien,50,noun,5.0,2,2.93,2.5
tonight,alien,76,noun,5.0,2,2.93,2.5
tonight,alien,10,noun,5.0,2,2.93,2.5
tonight,alien,63,noun,5.0,2,2.93,2.5
tonight,alien,4,noun,5.0,2,2.93,2.5
tonight,alien,66,noun,5.0,2,2.93,2.5
tonight,alien,31,noun,5.0,2,2.93,2.5
tonight,alien,0,noun,5.0,2,2.93,2.5
too,alien,2,function,2.0,1,1.7,2.0
too,alien,9,function,2.0,1,1.7,2.0
too,alien,8,function,2.0,1,1.7,2.0
too,alien,2,function,2.0,1,1.7,2.0
too,alien,14,function,2.0,1,1.7,2.0
too,alien,76,function,2.0,1,1.7,2.0
too,alien,7,function,2.0,1,1.7,2.0
too,alien,10,function,2.0,1,1.7,2.0
too,alien,41,function,2.0,1,1.7,2.0
too,alien,32,function,2.0,1,1.7,2.0
too,alien,43,function,2.0,1,1.7,2.0
too,alien,32,function,2.0,1,1.7,2.0
too,alien,5,function,2.0,1,1.7,2.0
too,alien,33,function,2.0,1,1.7,2.0
too,alien,50,function,2.0,1,1.7,2.0
too,alien,34,function,2.0,1,1.7,2.0
tooth,alien,7,noun,3.0,1,4.89,7.3
tooth,alien,29,noun,3.0,1,4.89,7.3
tooth,alien,9,noun,3.0,1,4.89,7.3
tooth,alien,5,noun,3.0,1,4.89,7.3
tooth,alien,17,noun,3.0,1,4.89,7.3
tooth,alien,76,noun,3.0,1,4.89,7.3
tooth,alien,1,noun,3.0,1,4.89,7.3
tooth,alien,9,noun,3.0,1,4.89,7.3
tooth,alien,66,noun,3.0,1,4.89,7.3
tooth,alien,94,noun,3.0,1,4.89,7.3
tooth,alien,100,noun,3.0,1,4.89,7.3
tooth,alien,60,noun,3.0,1,4.89,7.3
tooth,alien,9,noun,3.0,1,4.89,7.3
top,alien,72,noun,3.0,1,3.93,2.636363636
top,alien,40,noun,3.0,1,3.93,2.636363636
top,alien,10,noun,3.0,1,3.93,2.636363636
top,alien,44,noun,3.0,1,3.93,2.636363636
top,alien,66,noun,3.0,1,3.93,2.636363636
top,alien,100,noun,3.0,1,3.93,2.636363636
top,alien,1,noun,3.0,1,3.93,2.636363636
top,alien,81,noun,3.0,1,3.93,2.636363636
top,alien,59,noun,3.0,1,3.93,2.636363636
top,alien,27,noun,3.0,1,3.93,2.636363636
top,alien,0,noun,3.0,1,3.93,2.636363636
touch,alien,90,verb,4.0,1,3.86,6.4
touch,alien,17,verb,4.0,1,3.86,6.4
touch,alien,5,verb,4.0,1,3.86,6.4
touch,alien,74,verb,4.0,1,3.86,6.4
touch,alien,0,verb,4.0,1,3.86,6.4
touch,alien,71,verb,4.0,1,3.86,6.4
touch,alien,50,verb,4.0,1,3.86,6.4
touch,alien,1,verb,4.0,1,3.86,6.4
touch,alien,3,verb,4.0,1,3.86,6.4
touch,alien,53,verb,4.0,1,3.86,6.4
touch,alien,20,verb,4.0,1,3.86,6.4
touch,alien,77,verb,4.0,1,3.86,6.4
touch,alien,1,verb,4.0,1,3.86,6.4
touch,alien,0,verb,4.0,1,3.86,6.4
touch,alien,40,verb,4.0,1,3.86,6.4
touch,alien,21,verb,4.0,1,3.86,6.4
touch,alien,81,verb,4.0,1,3.86,6.4
touch,alien,19,verb,4.0,1,3.86,6.4
touch,alien,50,verb,4.0,1,3.86,6.4
towel,alien,11,noun,5.0,1,4.86,5.4
towel,alien,35,noun,5.0,1,4.86,5.4
towel,alien,50,noun,5.0,1,4.86,5.4
towel,alien,11,noun,5.0,1,4.86,5.4
towel,alien,19,noun,5.0,1,4.86,5.4
towel,alien,0,noun,5.0,1,4.86,5.4
towel,alien,20,noun,5.0,1,4.86,5.4
towel,alien,25,noun,5.0,1,4.86,5.4
towel,alien,10,noun,5.0,1,4.86,5.4
towel,alien,60,noun,5.0,1,4.86,5.4
towel,alien,3,noun,5.0,1,4.86,5.4
towel,alien,9,noun,5.0,1,4.86,5.4
towel,alien,5,noun,5.0,1,4.86,5.4
towel,alien,10,noun,5.0,1,4.86,5.4
towel,alien,48,noun,5.0,1,4.86,5.4
toy,alien,0,noun,2.0,1,4.93,8.266666667
toy,alien,0,noun,2.0,1,4.93,8.266666667
toy,alien,17,noun,2.0,1,4.93,8.266666667
toy,alien,41,noun,2.0,1,4.93,8.266666667
toy,alien,48,noun,2.0,1,4.93,8.266666667
toy,alien,50,noun,2.0,1,4.93,8.266666667
toy,alien,60,noun,2.0,1,4.93,8.266666667
toy,alien,25,noun,2.0,1,4.93,8.266666667
toy,alien,18,noun,2.0,1,4.93,8.266666667
toy,alien,30,noun,2.0,1,4.93,8.266666667
toy,alien,48,noun,2.0,1,4.93,8.266666667
tractor,alien,12,noun,6.0,2,5.0,1.294117647
tractor,alien,43,noun,6.0,2,5.0,1.294117647
tractor,alien,23,noun,6.0,2,5.0,1.294117647
tractor,alien,11,noun,6.0,2,5.0,1.294117647
tractor,alien,16,noun,6.0,2,5.0,1.294117647
tractor,alien,3,noun,6.0,2,5.0,1.294117647
tractor,alien,49,noun,6.0,2,5.0,1.294117647
tractor,alien,5,noun,6.0,2,5.0,1.294117647
tractor,alien,48,noun,6.0,2,5.0,1.294117647
tractor,alien,19,noun,6.0,2,5.0,1.294117647
tractor,alien,9,noun,6.0,2,5.0,1.294117647
tractor,alien,0,noun,6.0,2,5.0,1.294117647
tractor,alien,8,noun,6.0,2,5.0,1.294117647
tractor,alien,10,noun,6.0,2,5.0,1.294117647
tractor,alien,19,noun,6.0,2,5.0,1.294117647
tractor,alien,9,noun,6.0,2,5.0,1.294117647
tractor,alien,10,noun,6.0,2,5.0,1.294117647
train,alien,39,noun,4.0,1,4.79,3.545454545
train,alien,94,noun,4.0,1,4.79,3.545454545
train,alien,29,noun,4.0,1,4.79,3.545454545
train,alien,9,noun,4.0,1,4.79,3.545454545
train,alien,0,noun,4.0,1,4.79,3.545454545
train,alien,31,noun,4.0,1,4.79,3.545454545
train,alien,76,noun,4.0,1,4.79,3.545454545
train,alien,55,noun,4.0,1,4.79,3.545454545
train,alien,0,noun,4.0,1,4.79,3.545454545
train,alien,13,noun,4.0,1,4.79,3.545454545
train,alien,40,noun,4.0,1,4.79,3.545454545
trash,alien,80,noun,4.0,1,4.7,1.727272727
trash,alien,1,noun,4.0,1,4.7,1.727272727
trash,alien,90,noun,4.0,1,4.7,1.727272727
trash,alien,32,noun,4.0,1,4.7,1.727272727
trash,alien,50,noun,4.0,1,4.7,1.727272727
trash,alien,12,noun,4.0,1,4.7,1.727272727
trash,alien,41,noun,4.0,1,4.7,1.727272727
trash,alien,16,noun,4.0,1,4.7,1.727272727
trash,alien,33,noun,4.0,1,4.7,1.727272727
trash,alien,5,noun,4.0,1,4.7,1.727272727
tray,alien,11,noun,3.0,1,4.74,2.3
tray,alien,29,noun,3.0,1,4.74,2.3
tray,alien,34,noun,3.0,1,4.74,2.3
tray,alien,4,noun,3.0,1,4.74,2.3
tray,alien,5,noun,3.0,1,4.74,2.3
tray,alien,54,noun,3.0,1,4.74,2.3
tray,alien,23,noun,3.0,1,4.74,2.3
tray,alien,43,noun,3.0,1,4.74,2.3
tray,alien,40,noun,3.0,1,4.74,2.3
tray,alien,55,noun,3.0,1,4.74,2.3
tray,alien,6,noun,3.0,1,4.74,2.3
tray,alien,49,noun,3.0,1,4.74,2.3
tray,alien,24,noun,3.0,1,4.74,2.3
tray,alien,50,noun,3.0,1,4.74,2.3
tray,alien,10,noun,3.0,1,4.74,2.3
tray,alien,30,noun,3.0,1,4.74,2.3
tray,alien,88,noun,3.0,1,4.74,2.3
tray,alien,23,noun,3.0,1,4.74,2.3
tree,alien,80,noun,3.0,1,5.0,3.363636364
tree,alien,80,noun,3.0,1,5.0,3.363636364
tree,alien,83,noun,3.0,1,5.0,3.363636364
tree,alien,74,noun,3.0,1,5.0,3.363636364
tree,alien,21,noun,3.0,1,5.0,3.363636364
tree,alien,20,noun,3.0,1,5.0,3.363636364
tree,alien,19,noun,3.0,1,5.0,3.363636364
tree,alien,27,noun,3.0,1,5.0,3.363636364
tree,alien,33,noun,3.0,1,5.0,3.363636364
tree,alien,10,noun,3.0,1,5.0,3.363636364
tree,alien,50,noun,3.0,1,5.0,3.363636364
tree,alien,12,noun,3.0,1,5.0,3.363636364
tree,alien,75,noun,3.0,1,5.0,3.363636364
tree,alien,34,noun,3.0,1,5.0,3.363636364
tree,alien,7,noun,3.0,1,5.0,3.363636364
tree,alien,30,noun,3.0,1,5.0,3.363636364
tree,alien,60,noun,3.0,1,5.0,3.363636364
tree,alien,45,noun,3.0,1,5.0,3.363636364
tree,alien,1,noun,3.0,1,5.0,3.363636364
tree,alien,50,noun,3.0,1,5.0,3.363636364
truck,alien,32,noun,4.0,1,4.84,3.181818182
truck,alien,21,noun,4.0,1,4.84,3.181818182
truck,alien,0,noun,4.0,1,4.84,3.181818182
truck,alien,34,noun,4.0,1,4.84,3.181818182
truck,alien,99,noun,4.0,1,4.84,3.181818182
truck,alien,9,noun,4.0,1,4.84,3.181818182
truck,alien,50,noun,4.0,1,4.84,3.181818182
truck,alien,0,noun,4.0,1,4.84,3.181818182
truck,alien,50,noun,4.0,1,4.84,3.181818182
truck,alien,35,noun,4.0,1,4.84,3.181818182
truck,alien,4,noun,4.0,1,4.84,3.181818182
truck,alien,5,noun,4.0,1,4.84,3.181818182
truck,alien,77,noun,4.0,1,4.84,3.181818182
truck,alien,16,noun,4.0,1,4.84,3.181818182
truck,alien,0,noun,4.0,1,4.84,3.181818182
try,alien,88,function,3.0,1,2.22,3.8
try,alien,12,function,3.0,1,2.22,3.8
try,alien,5,function,3.0,1,2.22,3.8
try,alien,40,function,3.0,1,2.22,3.8
try,alien,5,function,3.0,1,2.22,3.8
try,alien,47,function,3.0,1,2.22,3.8
try,alien,50,function,3.0,1,2.22,3.8
try,alien,30,function,3.0,1,2.22,3.8
try,alien,25,function,3.0,1,2.22,3.8
try,alien,10,function,3.0,1,2.22,3.8
tummy,alien,90,noun,4.0,2,4.68,7.166666667
tummy,alien,40,noun,4.0,2,4.68,7.166666667
tummy,alien,49,noun,4.0,2,4.68,7.166666667
tummy,alien,75,noun,4.0,2,4.68,7.166666667
tummy,alien,97,noun,4.0,2,4.68,7.166666667
tummy,alien,74,noun,4.0,2,4.68,7.166666667
tummy,alien,43,noun,4.0,2,4.68,7.166666667
tummy,alien,1,noun,4.0,2,4.68,7.166666667
tummy,alien,5,noun,4.0,2,4.68,7.166666667
tummy,alien,60,noun,4.0,2,4.68,7.166666667
tummy,alien,35,noun,4.0,2,4.68,7.166666667
tummy,alien,30,noun,4.0,2,4.68,7.166666667
tummy,alien,56,noun,4.0,2,4.68,7.166666667
tummy,alien,70,noun,4.0,2,4.68,7.166666667
tummy,alien,59,noun,4.0,2,4.68,7.166666667
tummy,alien,8,noun,4.0,2,4.68,7.166666667
tuna,alien,52,noun,4.0,1,4.89,2.2
tuna,alien,3,noun,4.0,1,4.89,2.2
tuna,alien,3,noun,4.0,1,4.89,2.2
tuna,alien,4,noun,4.0,1,4.89,2.2
tuna,alien,0,noun,4.0,1,4.89,2.2
tuna,alien,12,noun,4.0,1,4.89,2.2
tuna,alien,0,noun,4.0,1,4.89,2.2
tuna,alien,25,noun,4.0,1,4.89,2.2
tuna,alien,91,noun,4.0,1,4.89,2.2
tuna,alien,19,noun,4.0,1,4.89,2.2
tuna,alien,0,noun,4.0,1,4.89,2.2
tuna,alien,99,noun,4.0,1,4.89,2.2
tuna,alien,36,noun,4.0,1,4.89,2.2
tuna,alien,28,noun,4.0,1,4.89,2.2
tuna,alien,14,noun,4.0,1,4.89,2.2
turkey,alien,25,noun,4.0,1,4.89,2.636363636
turkey,alien,9,noun,4.0,1,4.89,2.636363636
turkey,alien,51,noun,4.0,1,4.89,2.636363636
turkey,alien,0,noun,4.0,1,4.89,2.636363636
turkey,alien,35,noun,4.0,1,4.89,2.636363636
turkey,alien,18,noun,4.0,1,4.89,2.636363636
turkey,alien,10,noun,4.0,1,4.89,2.636363636
turkey,alien,79,noun,4.0,1,4.89,2.636363636
turkey,alien,0,noun,4.0,1,4.89,2.636363636
turkey,alien,54,noun,4.0,1,4.89,2.636363636
turkey,alien,51,noun,4.0,1,4.89,2.636363636
turkey,alien,93,noun,4.0,1,4.89,2.636363636
turkey,alien,4,noun,4.0,1,4.89,2.636363636
turkey,alien,69,noun,4.0,1,4.89,2.636363636
turkey,alien,14,noun,4.0,1,4.89,2.636363636
turkey,alien,54,noun,4.0,1,4.89,2.636363636
turkey,alien,93,noun,4.0,1,4.89,2.636363636
turkey,alien,18,noun,4.0,1,4.89,2.636363636
turkey,alien,51,noun,4.0,1,4.89,2.636363636
turn,alien,15,verb,3.0,1,3.44,3.3
turn,alien,58,verb,3.0,1,3.44,3.3
turn,alien,61,verb,3.0,1,3.44,3.3
turn,alien,6,verb,3.0,1,3.44,3.3
turn,alien,12,verb,3.0,1,3.44,3.3
turn,alien,49,verb,3.0,1,3.44,3.3
turn,alien,0,verb,3.0,1,3.44,3.3
turn,alien,5,verb,3.0,1,3.44,3.3
turn,alien,50,verb,3.0,1,3.44,3.3
turn,alien,1,verb,3.0,1,3.44,3.3
turn,alien,30,verb,3.0,1,3.44,3.3
turn,alien,9,verb,3.0,1,3.44,3.3
turn,alien,20,verb,3.0,1,3.44,3.3
turn,alien,70,verb,3.0,1,3.44,3.3
turn,alien,10,verb,3.0,1,3.44,3.3
turtle,alien,5,noun,4.0,1,5.0,2.083333333
turtle,alien,9,noun,4.0,1,5.0,2.083333333
turtle,alien,11,noun,4.0,1,5.0,2.083333333
turtle,alien,49,noun,4.0,1,5.0,2.083333333
turtle,alien,5,noun,4.0,1,5.0,2.083333333
turtle,alien,69,noun,4.0,1,5.0,2.083333333
turtle,alien,69,noun,4.0,1,5.0,2.083333333
turtle,alien,7,noun,4.0,1,5.0,2.083333333
turtle,alien,9,noun,4.0,1,5.0,2.083333333
turtle,alien,9,noun,4.0,1,5.0,2.083333333
TV,alien,17,noun,4.0,1,4.83,2.5
TV,alien,86,noun,4.0,1,4.83,2.5
TV,alien,68,noun,4.0,1,4.83,2.5
TV,alien,13,noun,4.0,1,4.83,2.5
TV,alien,0,noun,4.0,1,4.83,2.5
TV,alien,1,noun,4.0,1,4.83,2.5
TV,alien,0,noun,4.0,1,4.83,2.5
TV,alien,50,noun,4.0,1,4.83,2.5
TV,alien,0,noun,4.0,1,4.83,2.5
TV,alien,81,noun,4.0,1,4.83,2.5
TV,alien,100,noun,4.0,1,4.83,2.5
uh oh,alien,90,onomatopoeia and interjections,2.0,1,,7.083333333
uh oh,alien,96,onomatopoeia and interjections,2.0,1,,7.083333333
uh oh,alien,0,onomatopoeia and interjections,2.0,1,,7.083333333
uh oh,alien,95,onomatopoeia and interjections,2.0,1,,7.083333333
