Word,task,rating,lexicalCategory,phonemes,totalMorphemes,concreteness,babyAVG
grass,auditory,0,noun,4.0,1,4.93,1.727272727
grass,auditory,0,noun,4.0,1,4.93,1.727272727
grass,auditory,0,noun,4.0,1,4.93,1.727272727
grass,auditory,-3,noun,4.0,1,4.93,1.727272727
grass,auditory,0,noun,4.0,1,4.93,1.727272727
grass,auditory,1,noun,4.0,1,4.93,1.727272727
green,auditory,-1,adjective,4.0,1,4.07,2.0
green,auditory,4,adjective,4.0,1,4.07,2.0
green,auditory,0,adjective,4.0,1,4.07,2.0
green,auditory,5,adjective,4.0,1,4.07,2.0
green,auditory,0,adjective,4.0,1,4.07,2.0
green,auditory,-2,adjective,4.0,1,4.07,2.0
green,auditory,2,adjective,4.0,1,4.07,2.0
green,auditory,0,adjective,4.0,1,4.07,2.0
green,auditory,0,adjective,4.0,1,4.07,2.0
green,auditory,1,adjective,4.0,1,4.07,2.0
green,auditory,0,adjective,4.0,1,4.07,2.0
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,4,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,2,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,5,onomatopoeia and interjections,3.0,1,,3.25
grr,auditory,4,onomatopoeia and interjections,3.0,1,,3.25
gum,auditory,0,noun,3.0,1,4.89,3.714285714
gum,auditory,0,noun,3.0,1,4.89,3.714285714
gum,auditory,2,noun,3.0,1,4.89,3.714285714
gum,auditory,1,noun,3.0,1,4.89,3.714285714
gum,auditory,-1,noun,3.0,1,4.89,3.714285714
gum,auditory,2,noun,3.0,1,4.89,3.714285714
gum,auditory,2,noun,3.0,1,4.89,3.714285714
gum,auditory,1,noun,3.0,1,4.89,3.714285714
gum,auditory,3,noun,3.0,1,4.89,3.714285714
gum,auditory,5,noun,3.0,1,4.89,3.714285714
gum,auditory,-4,noun,3.0,1,4.89,3.714285714
hair,auditory,2,noun,2.0,1,4.97,2.8
hair,auditory,1,noun,2.0,1,4.97,2.8
hair,auditory,0,noun,2.0,1,4.97,2.8
hair,auditory,5,noun,2.0,1,4.97,2.8
hair,auditory,-2,noun,2.0,1,4.97,2.8
hair,auditory,0,noun,2.0,1,4.97,2.8
hair,auditory,0,noun,2.0,1,4.97,2.8
hair,auditory,3,noun,2.0,1,4.97,2.8
hair,auditory,-3,noun,2.0,1,4.97,2.8
hair,auditory,4,noun,2.0,1,4.97,2.8
hair,auditory,-2,noun,2.0,1,4.97,2.8
hair,auditory,-2,noun,2.0,1,4.97,2.8
hair,auditory,0,noun,2.0,1,4.97,2.8
hair,auditory,0,noun,2.0,1,4.97,2.8
hamburger,auditory,-3,noun,7.0,1,5.0,1.416666667
hamburger,auditory,-1,noun,7.0,1,5.0,1.416666667
hamburger,auditory,0,noun,7.0,1,5.0,1.416666667
hamburger,auditory,-3,noun,7.0,1,5.0,1.416666667
hamburger,auditory,-1,noun,7.0,1,5.0,1.416666667
hamburger,auditory,5,noun,7.0,1,5.0,1.416666667
hamburger,auditory,-3,noun,7.0,1,5.0,1.416666667
hamburger,auditory,5,noun,7.0,1,5.0,1.416666667
hamburger,auditory,5,noun,7.0,1,5.0,1.416666667
hamburger,auditory,-2,noun,7.0,1,5.0,1.416666667
hamburger,auditory,-4,noun,7.0,1,5.0,1.416666667
hamburger,auditory,2,noun,7.0,1,5.0,1.416666667
hamburger,auditory,-5,noun,7.0,1,5.0,1.416666667
hammer,auditory,3,noun,4.0,1,4.77,4.9
hammer,auditory,4,noun,4.0,1,4.77,4.9
hammer,auditory,2,noun,4.0,1,4.77,4.9
hammer,auditory,2,noun,4.0,1,4.77,4.9
hammer,auditory,5,noun,4.0,1,4.77,4.9
hammer,auditory,3,noun,4.0,1,4.77,4.9
hammer,auditory,0,noun,4.0,1,4.77,4.9
hammer,auditory,-2,noun,4.0,1,4.77,4.9
hammer,auditory,2,noun,4.0,1,4.77,4.9
hammer,auditory,1,noun,4.0,1,4.77,4.9
hammer,auditory,3,noun,4.0,1,4.77,4.9
hammer,auditory,0,noun,4.0,1,4.77,4.9
hammer,auditory,-2,noun,4.0,1,4.77,4.9
hammer,auditory,0,noun,4.0,1,4.77,4.9
hammer,auditory,-5,noun,4.0,1,4.77,4.9
hand,auditory,-2,noun,4.0,1,4.72,4.9
hand,auditory,-2,noun,4.0,1,4.72,4.9
hand,auditory,5,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,1,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,2,noun,4.0,1,4.72,4.9
hand,auditory,-2,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,0,noun,4.0,1,4.72,4.9
hand,auditory,1,noun,4.0,1,4.72,4.9
happy,auditory,1,adjective,4.0,1,2.56,6.909090909
happy,auditory,5,adjective,4.0,1,2.56,6.909090909
happy,auditory,2,adjective,4.0,1,2.56,6.909090909
happy,auditory,-1,adjective,4.0,1,2.56,6.909090909
happy,auditory,0,adjective,4.0,1,2.56,6.909090909
happy,auditory,-3,adjective,4.0,1,2.56,6.909090909
happy,auditory,-1,adjective,4.0,1,2.56,6.909090909
happy,auditory,0,adjective,4.0,1,2.56,6.909090909
happy,auditory,3,adjective,4.0,1,2.56,6.909090909
happy,auditory,3,adjective,4.0,1,2.56,6.909090909
happy,auditory,1,adjective,4.0,1,2.56,6.909090909
hard,auditory,3,adjective,4.0,1,3.76,2.166666667
hard,auditory,0,adjective,4.0,1,3.76,2.166666667
hard,auditory,-5,adjective,4.0,1,3.76,2.166666667
hard,auditory,5,adjective,4.0,1,3.76,2.166666667
hard,auditory,4,adjective,4.0,1,3.76,2.166666667
hard,auditory,5,adjective,4.0,1,3.76,2.166666667
hard,auditory,5,adjective,4.0,1,3.76,2.166666667
hard,auditory,4,adjective,4.0,1,3.76,2.166666667
hard,auditory,2,adjective,4.0,1,3.76,2.166666667
hard,auditory,5,adjective,4.0,1,3.76,2.166666667
hard,auditory,4,adjective,4.0,1,3.76,2.166666667
hard,auditory,4,adjective,4.0,1,3.76,2.166666667
hat,auditory,3,noun,3.0,1,4.88,4.066666667
hat,auditory,0,noun,3.0,1,4.88,4.066666667
hat,auditory,5,noun,3.0,1,4.88,4.066666667
hat,auditory,0,noun,3.0,1,4.88,4.066666667
hat,auditory,-1,noun,3.0,1,4.88,4.066666667
hat,auditory,0,noun,3.0,1,4.88,4.066666667
hat,auditory,4,noun,3.0,1,4.88,4.066666667
hat,auditory,1,noun,3.0,1,4.88,4.066666667
hat,auditory,-3,noun,3.0,1,4.88,4.066666667
hat,auditory,0,noun,3.0,1,4.88,4.066666667
hat,auditory,0,noun,3.0,1,4.88,4.066666667
hate,auditory,0,verb,3.0,1,1.97,2.75
hate,auditory,4,verb,3.0,1,1.97,2.75
hate,auditory,2,verb,3.0,1,1.97,2.75
hate,auditory,1,verb,3.0,1,1.97,2.75
hate,auditory,3,verb,3.0,1,1.97,2.75
hate,auditory,-2,verb,3.0,1,1.97,2.75
hate,auditory,4,verb,3.0,1,1.97,2.75
hate,auditory,1,verb,3.0,1,1.97,2.75
hate,auditory,2,verb,3.0,1,1.97,2.75
hate,auditory,2,verb,3.0,1,1.97,2.75
hate,auditory,-5,verb,3.0,1,1.97,2.75
hate,auditory,1,verb,3.0,1,1.97,2.75
have,auditory,-2,verb,3.0,1,2.18,3.75
have,auditory,0,verb,3.0,1,2.18,3.75
have,auditory,0,verb,3.0,1,2.18,3.75
have,auditory,0,verb,3.0,1,2.18,3.75
have,auditory,0,verb,3.0,1,2.18,3.75
have,auditory,-2,verb,3.0,1,2.18,3.75
have,auditory,0,verb,3.0,1,2.18,3.75
have,auditory,0,verb,3.0,1,2.18,3.75
have,auditory,1,verb,3.0,1,2.18,3.75
have,auditory,0,verb,3.0,1,2.18,3.75
he,auditory,5,function,2.0,1,3.93,6.333333333
he,auditory,4,function,2.0,1,3.93,6.333333333
he,auditory,4,function,2.0,1,3.93,6.333333333
he,auditory,-3,function,2.0,1,3.93,6.333333333
he,auditory,1,function,2.0,1,3.93,6.333333333
he,auditory,0,function,2.0,1,3.93,6.333333333
he,auditory,1,function,2.0,1,3.93,6.333333333
he,auditory,0,function,2.0,1,3.93,6.333333333
he,auditory,5,function,2.0,1,3.93,6.333333333
he,auditory,-4,function,2.0,1,3.93,6.333333333
head,auditory,-3,noun,3.0,1,4.75,4.1
head,auditory,0,noun,3.0,1,4.75,4.1
head,auditory,0,noun,3.0,1,4.75,4.1
head,auditory,1,noun,3.0,1,4.75,4.1
head,auditory,0,noun,3.0,1,4.75,4.1
head,auditory,0,noun,3.0,1,4.75,4.1
head,auditory,-1,noun,3.0,1,4.75,4.1
head,auditory,-1,noun,3.0,1,4.75,4.1
head,auditory,0,noun,3.0,1,4.75,4.1
head,auditory,0,noun,3.0,1,4.75,4.1
hear,auditory,-1,verb,2.0,1,3.66,4.6
hear,auditory,0,verb,2.0,1,3.66,4.6
hear,auditory,1,verb,2.0,1,3.66,4.6
hear,auditory,0,verb,2.0,1,3.66,4.6
hear,auditory,0,verb,2.0,1,3.66,4.6
hear,auditory,0,verb,2.0,1,3.66,4.6
hear,auditory,0,verb,2.0,1,3.66,4.6
hear,auditory,-2,verb,2.0,1,3.66,4.6
hear,auditory,1,verb,2.0,1,3.66,4.6
hear,auditory,1,verb,2.0,1,3.66,4.6
heavy,auditory,1,adjective,4.0,1,3.37,3.666666667
heavy,auditory,2,adjective,4.0,1,3.37,3.666666667
heavy,auditory,5,adjective,4.0,1,3.37,3.666666667
heavy,auditory,2,adjective,4.0,1,3.37,3.666666667
heavy,auditory,0,adjective,4.0,1,3.37,3.666666667
heavy,auditory,-2,adjective,4.0,1,3.37,3.666666667
heavy,auditory,2,adjective,4.0,1,3.37,3.666666667
heavy,auditory,0,adjective,4.0,1,3.37,3.666666667
heavy,auditory,4,adjective,4.0,1,3.37,3.666666667
heavy,auditory,-1,adjective,4.0,1,3.37,3.666666667
heavy,auditory,-3,adjective,4.0,1,3.37,3.666666667
hello,auditory,2,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,1,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,5,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,4,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,1,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,-2,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,2,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,0,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,4,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,1,onomatopoeia and interjections,4.0,1,2.8,4.5
hello,auditory,0,onomatopoeia and interjections,4.0,1,2.8,4.5
help,auditory,0,verb,4.0,1,2.56,5.833333333
help,auditory,0,verb,4.0,1,2.56,5.833333333
help,auditory,-3,verb,4.0,1,2.56,5.833333333
help,auditory,3,verb,4.0,1,2.56,5.833333333
help,auditory,5,verb,4.0,1,2.56,5.833333333
help,auditory,2,verb,4.0,1,2.56,5.833333333
help,auditory,5,verb,4.0,1,2.56,5.833333333
help,auditory,1,verb,4.0,1,2.56,5.833333333
help,auditory,4,verb,4.0,1,2.56,5.833333333
help,auditory,0,verb,4.0,1,2.56,5.833333333
help,auditory,0,verb,4.0,1,2.56,5.833333333
help,auditory,3,verb,4.0,1,2.56,5.833333333
help,auditory,0,verb,4.0,1,2.56,5.833333333
help,auditory,0,verb,4.0,1,2.56,5.833333333
hen,auditory,-3,noun,3.0,1,4.9,2.076923077
hen,auditory,2,noun,3.0,1,4.9,2.076923077
hen,auditory,-1,noun,3.0,1,4.9,2.076923077
hen,auditory,1,noun,3.0,1,4.9,2.076923077
hen,auditory,1,noun,3.0,1,4.9,2.076923077
hen,auditory,0,noun,3.0,1,4.9,2.076923077
hen,auditory,1,noun,3.0,1,4.9,2.076923077
hen,auditory,0,noun,3.0,1,4.9,2.076923077
hen,auditory,1,noun,3.0,1,4.9,2.076923077
hen,auditory,2,noun,3.0,1,4.9,2.076923077
hen,auditory,1,noun,3.0,1,4.9,2.076923077
her,auditory,0,function,2.0,1,3.0,5.363636364
her,auditory,0,function,2.0,1,3.0,5.363636364
her,auditory,2,function,2.0,1,3.0,5.363636364
her,auditory,0,function,2.0,1,3.0,5.363636364
her,auditory,0,function,2.0,1,3.0,5.363636364
her,auditory,-4,function,2.0,1,3.0,5.363636364
her,auditory,0,function,2.0,1,3.0,5.363636364
her,auditory,0,function,2.0,1,3.0,5.363636364
her,auditory,0,function,2.0,1,3.0,5.363636364
her,auditory,-3,function,2.0,1,3.0,5.363636364
here,auditory,0,function,2.0,1,3.13,1.2
here,auditory,0,function,2.0,1,3.13,1.2
here,auditory,0,function,2.0,1,3.13,1.2
here,auditory,2,function,2.0,1,3.13,1.2
here,auditory,1,function,2.0,1,3.13,1.2
here,auditory,0,function,2.0,1,3.13,1.2
here,auditory,0,function,2.0,1,3.13,1.2
here,auditory,0,function,2.0,1,3.13,1.2
here,auditory,-2,function,2.0,1,3.13,1.2
here,auditory,0,function,2.0,1,3.13,1.2
hers,auditory,0,function,3.0,2,2.61,4.454545455
hers,auditory,3,function,3.0,2,2.61,4.454545455
hers,auditory,0,function,3.0,2,2.61,4.454545455
hers,auditory,2,function,3.0,2,2.61,4.454545455
hers,auditory,1,function,3.0,2,2.61,4.454545455
hers,auditory,0,function,3.0,2,2.61,4.454545455
hers,auditory,-3,function,3.0,2,2.61,4.454545455
hers,auditory,-3,function,3.0,2,2.61,4.454545455
hers,auditory,-1,function,3.0,2,2.61,4.454545455
hers,auditory,1,function,3.0,2,2.61,4.454545455
hers,auditory,1,function,3.0,2,2.61,4.454545455
hi,auditory,4,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,5,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,1,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,4,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,3,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,0,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,4,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,2,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,4,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hi,auditory,0,onomatopoeia and interjections,2.0,1,2.67,5.181818182
hide,auditory,0,verb,3.0,1,3.21,4.75
hide,auditory,0,verb,3.0,1,3.21,4.75
hide,auditory,3,verb,3.0,1,3.21,4.75
hide,auditory,3,verb,3.0,1,3.21,4.75
hide,auditory,-3,verb,3.0,1,3.21,4.75
hide,auditory,0,verb,3.0,1,3.21,4.75
hide,auditory,0,verb,3.0,1,3.21,4.75
hide,auditory,0,verb,3.0,1,3.21,4.75
hide,auditory,4,verb,3.0,1,3.21,4.75
hide,auditory,2,verb,3.0,1,3.21,4.75
hide,auditory,0,verb,3.0,1,3.21,4.75
hide,auditory,1,verb,3.0,1,3.21,4.75
hide,auditory,1,verb,3.0,1,3.21,4.75
hide,auditory,0,verb,3.0,1,3.21,4.75
hide,auditory,-2,verb,3.0,1,3.21,4.75
hide,auditory,1,verb,3.0,1,3.21,4.75
high,auditory,5,adjective,2.0,1,3.46,3.083333333
high,auditory,1,adjective,2.0,1,3.46,3.083333333
high,auditory,-1,adjective,2.0,1,3.46,3.083333333
high,auditory,-4,adjective,2.0,1,3.46,3.083333333
high,auditory,-2,adjective,2.0,1,3.46,3.083333333
high,auditory,3,adjective,2.0,1,3.46,3.083333333
high,auditory,3,adjective,2.0,1,3.46,3.083333333
high,auditory,0,adjective,2.0,1,3.46,3.083333333
high,auditory,4,adjective,2.0,1,3.46,3.083333333
high,auditory,3,adjective,2.0,1,3.46,3.083333333
high,auditory,2,adjective,2.0,1,3.46,3.083333333
high,auditory,2,adjective,2.0,1,3.46,3.083333333
him,auditory,-2,function,3.0,1,3.54,4.333333333
him,auditory,0,function,3.0,1,3.54,4.333333333
him,auditory,0,function,3.0,1,3.54,4.333333333
him,auditory,0,function,3.0,1,3.54,4.333333333
him,auditory,0,function,3.0,1,3.54,4.333333333
him,auditory,4,function,3.0,1,3.54,4.333333333
him,auditory,0,function,3.0,1,3.54,4.333333333
him,auditory,4,function,3.0,1,3.54,4.333333333
him,auditory,0,function,3.0,1,3.54,4.333333333
him,auditory,0,function,3.0,1,3.54,4.333333333
his,auditory,0,function,3.0,1,3.14,4.736842105
his,auditory,0,function,3.0,1,3.14,4.736842105
his,auditory,4,function,3.0,1,3.14,4.736842105
his,auditory,2,function,3.0,1,3.14,4.736842105
his,auditory,0,function,3.0,1,3.14,4.736842105
his,auditory,0,function,3.0,1,3.14,4.736842105
his,auditory,3,function,3.0,1,3.14,4.736842105
his,auditory,0,function,3.0,1,3.14,4.736842105
his,auditory,0,function,3.0,1,3.14,4.736842105
his,auditory,0,function,3.0,1,3.14,4.736842105
hit,auditory,1,verb,3.0,1,4.11,2.857142857
hit,auditory,1,verb,3.0,1,4.11,2.857142857
hit,auditory,3,verb,3.0,1,4.11,2.857142857
hit,auditory,1,verb,3.0,1,4.11,2.857142857
hit,auditory,2,verb,3.0,1,4.11,2.857142857
hit,auditory,2,verb,3.0,1,4.11,2.857142857
hit,auditory,4,verb,3.0,1,4.11,2.857142857
hit,auditory,4,verb,3.0,1,4.11,2.857142857
hit,auditory,4,verb,3.0,1,4.11,2.857142857
hit,auditory,5,verb,3.0,1,4.11,2.857142857
hit,auditory,1,verb,3.0,1,4.11,2.857142857
hold,auditory,0,verb,4.0,1,3.68,6.684210526
hold,auditory,2,verb,4.0,1,3.68,6.684210526
hold,auditory,-3,verb,4.0,1,3.68,6.684210526
hold,auditory,0,verb,4.0,1,3.68,6.684210526
hold,auditory,-2,verb,4.0,1,3.68,6.684210526
hold,auditory,4,verb,4.0,1,3.68,6.684210526
hold,auditory,2,verb,4.0,1,3.68,6.684210526
hold,auditory,4,verb,4.0,1,3.68,6.684210526
hold,auditory,-4,verb,4.0,1,3.68,6.684210526
hold,auditory,0,verb,4.0,1,3.68,6.684210526
hold,auditory,0,verb,4.0,1,3.68,6.684210526
home,auditory,4,noun,3.0,1,4.11,5.230769231
home,auditory,-2,noun,3.0,1,4.11,5.230769231
home,auditory,-1,noun,3.0,1,4.11,5.230769231
home,auditory,4,noun,3.0,1,4.11,5.230769231
home,auditory,0,noun,3.0,1,4.11,5.230769231
home,auditory,5,noun,3.0,1,4.11,5.230769231
home,auditory,3,noun,3.0,1,4.11,5.230769231
home,auditory,2,noun,3.0,1,4.11,5.230769231
home,auditory,3,noun,3.0,1,4.11,5.230769231
home,auditory,0,noun,3.0,1,4.11,5.230769231
home,auditory,4,noun,3.0,1,4.11,5.230769231
home,auditory,0,noun,3.0,1,4.11,5.230769231
horse,auditory,0,noun,3.0,1,5.0,2.0
horse,auditory,-1,noun,3.0,1,5.0,2.0
horse,auditory,5,noun,3.0,1,5.0,2.0
horse,auditory,0,noun,3.0,1,5.0,2.0
horse,auditory,1,noun,3.0,1,5.0,2.0
horse,auditory,0,noun,3.0,1,5.0,2.0
horse,auditory,1,noun,3.0,1,5.0,2.0
horse,auditory,2,noun,3.0,1,5.0,2.0
horse,auditory,-1,noun,3.0,1,5.0,2.0
horse,auditory,1,noun,3.0,1,5.0,2.0
hose,auditory,5,noun,3.0,1,4.87,2.307692308
hose,auditory,-4,noun,3.0,1,4.87,2.307692308
hose,auditory,-1,noun,3.0,1,4.87,2.307692308
hose,auditory,-1,noun,3.0,1,4.87,2.307692308
hose,auditory,-1,noun,3.0,1,4.87,2.307692308
hose,auditory,0,noun,3.0,1,4.87,2.307692308
hose,auditory,2,noun,3.0,1,4.87,2.307692308
hose,auditory,5,noun,3.0,1,4.87,2.307692308
hose,auditory,0,noun,3.0,1,4.87,2.307692308
hose,auditory,-3,noun,3.0,1,4.87,2.307692308
hose,auditory,1,noun,3.0,1,4.87,2.307692308
hot,auditory,3,adjective,3.0,1,4.31,1.9
hot,auditory,1,adjective,3.0,1,4.31,1.9
hot,auditory,5,adjective,3.0,1,4.31,1.9
hot,auditory,2,adjective,3.0,1,4.31,1.9
hot,auditory,-2,adjective,3.0,1,4.31,1.9
hot,auditory,-2,adjective,3.0,1,4.31,1.9
hot,auditory,3,adjective,3.0,1,4.31,1.9
hot,auditory,1,adjective,3.0,1,4.31,1.9
hot,auditory,2,adjective,3.0,1,4.31,1.9
hot,auditory,-2,adjective,3.0,1,4.31,1.9
hot,auditory,4,adjective,3.0,1,4.31,1.9
house,auditory,0,noun,3.0,1,5.0,3.166666667
house,auditory,1,noun,3.0,1,5.0,3.166666667
house,auditory,-1,noun,3.0,1,5.0,3.166666667
house,auditory,0,noun,3.0,1,5.0,3.166666667
house,auditory,-1,noun,3.0,1,5.0,3.166666667
house,auditory,0,noun,3.0,1,5.0,3.166666667
house,auditory,5,noun,3.0,1,5.0,3.166666667
house,auditory,0,noun,3.0,1,5.0,3.166666667
house,auditory,0,noun,3.0,1,5.0,3.166666667
house,auditory,0,noun,3.0,1,5.0,3.166666667
house,auditory,0,noun,3.0,1,5.0,3.166666667
house,auditory,2,noun,3.0,1,5.0,3.166666667
house,auditory,2,noun,3.0,1,5.0,3.166666667
how,auditory,-4,function,2.0,1,1.35,3.583333333
how,auditory,0,function,2.0,1,1.35,3.583333333
how,auditory,2,function,2.0,1,1.35,3.583333333
how,auditory,0,function,2.0,1,1.35,3.583333333
how,auditory,0,function,2.0,1,1.35,3.583333333
how,auditory,0,function,2.0,1,1.35,3.583333333
how,auditory,2,function,2.0,1,1.35,3.583333333
how,auditory,0,function,2.0,1,1.35,3.583333333
how,auditory,2,function,2.0,1,1.35,3.583333333
how,auditory,0,function,2.0,1,1.35,3.583333333
how,auditory,4,function,2.0,1,1.35,3.583333333
hug,auditory,5,verb,3.0,1,4.14,7.7
hug,auditory,0,verb,3.0,1,4.14,7.7
hug,auditory,5,verb,3.0,1,4.14,7.7
hug,auditory,1,verb,3.0,1,4.14,7.7
hug,auditory,1,verb,3.0,1,4.14,7.7
hug,auditory,1,verb,3.0,1,4.14,7.7
hug,auditory,0,verb,3.0,1,4.14,7.7
hug,auditory,0,verb,3.0,1,4.14,7.7
hug,auditory,0,verb,3.0,1,4.14,7.7
hug,auditory,3,verb,3.0,1,4.14,7.7
hungry,auditory,2,adjective,6.0,2,2.9,6.166666667
hungry,auditory,4,adjective,6.0,2,2.9,6.166666667
hungry,auditory,3,adjective,6.0,2,2.9,6.166666667
hungry,auditory,0,adjective,6.0,2,2.9,6.166666667
hungry,auditory,5,adjective,6.0,2,2.9,6.166666667
hungry,auditory,-4,adjective,6.0,2,2.9,6.166666667
hungry,auditory,0,adjective,6.0,2,2.9,6.166666667
hungry,auditory,0,adjective,6.0,2,2.9,6.166666667
hungry,auditory,0,adjective,6.0,2,2.9,6.166666667
hungry,auditory,0,adjective,6.0,2,2.9,6.166666667
hungry,auditory,-2,adjective,6.0,2,2.9,6.166666667
hungry,auditory,0,adjective,6.0,2,2.9,6.166666667
hungry,auditory,2,adjective,6.0,2,2.9,6.166666667
hurry,auditory,3,verb,4.0,1,2.63,2.727272727
hurry,auditory,3,verb,4.0,1,2.63,2.727272727
hurry,auditory,0,verb,4.0,1,2.63,2.727272727
hurry,auditory,2,verb,4.0,1,2.63,2.727272727
hurry,auditory,1,verb,4.0,1,2.63,2.727272727
hurry,auditory,3,verb,4.0,1,2.63,2.727272727
hurry,auditory,3,verb,4.0,1,2.63,2.727272727
hurry,auditory,1,verb,4.0,1,2.63,2.727272727
hurry,auditory,2,verb,4.0,1,2.63,2.727272727
hurry,auditory,3,verb,4.0,1,2.63,2.727272727
hurry,auditory,2,verb,4.0,1,2.63,2.727272727
hurry,auditory,4,verb,4.0,1,2.63,2.727272727
hurt,auditory,2,adjective,3.0,1,3.61,3.3
hurt,auditory,1,adjective,3.0,1,3.61,3.3
hurt,auditory,0,adjective,3.0,1,3.61,3.3
hurt,auditory,0,adjective,3.0,1,3.61,3.3
hurt,auditory,5,adjective,3.0,1,3.61,3.3
hurt,auditory,0,adjective,3.0,1,3.61,3.3
hurt,auditory,3,adjective,3.0,1,3.61,3.3
hurt,auditory,-1,adjective,3.0,1,3.61,3.3
hurt,auditory,0,adjective,3.0,1,3.61,3.3
hurt,auditory,2,adjective,3.0,1,3.61,3.3
hurt,auditory,0,adjective,3.0,1,3.61,3.3
hurt,auditory,2,adjective,3.0,1,3.61,3.3
hurt,auditory,1,adjective,3.0,1,3.61,3.3
hurt,auditory,2,adjective,3.0,1,3.61,3.3
hurt,auditory,1,adjective,3.0,1,3.61,3.3
hurt,auditory,0,adjective,3.0,1,3.61,3.3
hurt,auditory,5,adjective,3.0,1,3.61,3.3
hurt,auditory,5,adjective,3.0,1,3.61,3.3
I,auditory,0,function,1.0,1,3.93,2.235294118
I,auditory,0,function,1.0,1,3.93,2.235294118
I,auditory,0,function,1.0,1,3.93,2.235294118
I,auditory,5,function,1.0,1,3.93,2.235294118
I,auditory,1,function,1.0,1,3.93,2.235294118
I,auditory,1,function,1.0,1,3.93,2.235294118
I,auditory,1,function,1.0,1,3.93,2.235294118
I,auditory,1,function,1.0,1,3.93,2.235294118
I,auditory,5,function,1.0,1,3.93,2.235294118
I,auditory,3,function,1.0,1,3.93,2.235294118
I,auditory,-5,function,1.0,1,3.93,2.235294118
I,auditory,3,function,1.0,1,3.93,2.235294118
I,auditory,0,function,1.0,1,3.93,2.235294118
I,auditory,5,function,1.0,1,3.93,2.235294118
ice,auditory,0,noun,2.0,1,4.89,2.25
ice,auditory,3,noun,2.0,1,4.89,2.25
ice,auditory,1,noun,2.0,1,4.89,2.25
ice,auditory,2,noun,2.0,1,4.89,2.25
ice,auditory,3,noun,2.0,1,4.89,2.25
ice,auditory,-3,noun,2.0,1,4.89,2.25
ice,auditory,2,noun,2.0,1,4.89,2.25
ice,auditory,1,noun,2.0,1,4.89,2.25
ice,auditory,-1,noun,2.0,1,4.89,2.25
ice,auditory,0,noun,2.0,1,4.89,2.25
ice,auditory,0,noun,2.0,1,4.89,2.25
ice,auditory,5,noun,2.0,1,4.89,2.25
if,auditory,5,function,2.0,1,1.19,1.357142857
if,auditory,-2,function,2.0,1,1.19,1.357142857
if,auditory,5,function,2.0,1,1.19,1.357142857
if,auditory,0,function,2.0,1,1.19,1.357142857
if,auditory,4,function,2.0,1,1.19,1.357142857
if,auditory,0,function,2.0,1,1.19,1.357142857
if,auditory,0,function,2.0,1,1.19,1.357142857
if,auditory,0,function,2.0,1,1.19,1.357142857
if,auditory,-1,function,2.0,1,1.19,1.357142857
if,auditory,0,function,2.0,1,1.19,1.357142857
if,auditory,-1,function,2.0,1,1.19,1.357142857
