Word,Word type,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,rating,phonemes,totalMorphemes,concreteness,babyAVG,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
antisemitism,,,,,,,,,,,,,,,0.0,1.83,1.2,3.0,27.0,0.0
antiseptically,,,,,,,,,,,,,,,0.0,2.2,1.26,3.0,28.0,0.0
antiseptics,,,,,,,,,,,,,,,0.0,3.96,1.43,1.0,29.0,3.0
antislavery,,,,,,,,,,,,,,,0.0,2.26,1.35,1.0,28.0,1.0
antismoking,,,,,,,,,,,,,,,0.0,2.86,1.41,1.0,29.0,0.0
antisocialist,,,,,,,,,,,,,,,0.0,2.29,1.46,1.0,25.0,0.0
antitheft,,,,,,,,,,,,,,,0.0,2.56,1.5,2.0,29.0,0.0
antitheses,,,,,,,,,,,,,,,0.0,1.64,0.99,3.0,28.0,0.0
antithesis,,,,,,,,,,,,,,,0.0,2.27,1.32,3.0,25.0,16.0
antitoxic,,,,,,,,,,,,,,,0.0,3.15,1.19,2.0,28.0,0.0
antitoxin,,,,,,,,,,,,,,,0.0,3.16,1.46,4.0,29.0,18.0
antitrust,,,,,,,,,,,,,,,0.0,1.63,1.01,0.0,27.0,12.0
antiviral,,,,,,,,,,,,,,,0.0,3.17,1.23,0.0,30.0,1.0
antivirus,,,,,,,,,,,,,,,0.0,3.5,1.55,1.0,29.0,1.0
antiwar,,,,,,,,,,,,,,,0.0,2.3,1.3,3.0,30.0,16.0
antler,,,,,,,,,,,,,,,0.0,4.86,0.44,1.0,30.0,15.0
antlered,,,,,,,,,,,,,,,0.0,4.16,1.28,2.0,27.0,0.0
antlerless,,,,,,,,,,,,,,,0.0,3.81,1.39,2.0,29.0,0.0
antonym,,,,,,,,,,,,,,,0.0,2.81,1.55,2.0,28.0,0.0
anxiously,,,,,,,,,,,,,,,0.0,2.08,0.95,0.0,25.0,31.0
anxiousness,,,,,,,,,,,,,,,0.0,2.08,1.13,1.0,27.0,0.0
anybody,,,,,,,,,,,,,,,0.0,2.67,1.57,0.0,27.0,11573.0
anymore,,,,,,,,,,,,,,,0.0,2.04,1.6,0.0,28.0,9597.0
anyplace,,,,,,,,,,,,,,,0.0,2.43,1.48,0.0,28.0,277.0
anyways,,,,,,,,,,,,,,,0.0,1.59,1.08,1.0,28.0,444.0
anywhere,,,,,,,,,,,,,,,0.0,2.21,1.5,0.0,28.0,4501.0
apartness,,,,,,,,,,,,,,,0.0,2.35,1.02,3.0,29.0,1.0
apathetic,,,,,,,,,,,,,,,0.0,1.62,0.7,0.0,26.0,18.0
apathetically,,,,,,,,,,,,,,,0.0,1.96,0.98,2.0,29.0,0.0
apelike,,,,,,,,,,,,,,,0.0,2.86,1.58,1.0,29.0,2.0
aphid,,,,,,,,,,,,,,,0.0,4.76,0.72,3.0,28.0,4.0
aphrodisiacal,,,,,,,,,,,,,,,0.0,2.33,1.04,3.0,30.0,0.0
aplenty,,,,,,,,,,,,,,,0.0,2.56,1.36,4.0,29.0,11.0
apnea,,,,,,,,,,,,,,,0.0,3.12,1.37,3.0,29.0,8.0
apocalyptic,,,,,,,,,,,,,,,0.0,1.83,0.99,0.0,30.0,18.0
apocalyptical,,,,,,,,,,,,,,,0.0,1.89,0.89,1.0,28.0,0.0
apocalyptically,,,,,,,,,,,,,,,0.0,1.96,1.18,3.0,29.0,0.0
apolitical,,,,,,,,,,,,,,,0.0,1.47,0.9,2.0,32.0,6.0
apologetically,,,,,,,,,,,,,,,0.0,1.66,0.86,0.0,29.0,0.0
apologetics,,,,,,,,,,,,,,,0.0,1.76,1.09,3.0,28.0,0.0
apologist,,,,,,,,,,,,,,,0.0,2.97,1.38,1.0,30.0,1.0
apologizer,,,,,,,,,,,,,,,0.0,2.81,1.1,2.0,28.0,0.0
apostolic,,,,,,,,,,,,,,,0.0,2.26,1.25,4.0,27.0,0.0
apostrophe,,,,,,,,,,,,,,,0.0,3.88,1.53,0.0,26.0,12.0
app,,,,,,,,,,,,,,,0.0,3.86,1.15,0.0,28.0,8.0
appall,,,,,,,,,,,,,,,0.0,1.81,1.04,3.0,30.0,0.0
appallingly,,,,,,,,,,,,,,,0.0,2.11,1.03,1.0,29.0,3.0
apparently,,,,,,,,,,,,,,,0.0,1.75,0.84,0.0,28.0,2415.0
apparentness,,,,,,,,,,,,,,,0.0,2.04,1.22,4.0,27.0,0.0
apparitional,,,,,,,,,,,,,,,0.0,2.0,1.12,4.0,29.0,0.0
appealable,,,,,,,,,,,,,,,0.0,1.73,1.08,2.0,28.0,0.0
appealing,,,,,,,,,,,,,,,0.0,2.17,1.14,0.0,29.0,162.0
appealingly,,,,,,,,,,,,,,,0.0,2.14,1.27,1.0,29.0,0.0
appeasable,,,,,,,,,,,,,,,0.0,1.88,0.99,2.0,28.0,0.0
appeasement,,,,,,,,,,,,,,,0.0,1.71,1.15,0.0,28.0,10.0
appeaser,,,,,,,,,,,,,,,0.0,1.93,1.27,2.0,30.0,2.0
appeasing,,,,,,,,,,,,,,,0.0,1.79,0.88,1.0,29.0,3.0
append,,,,,,,,,,,,,,,0.0,2.04,1.43,4.0,27.0,0.0
appendices,,,,,,,,,,,,,,,0.0,3.48,1.53,2.0,27.0,2.0
appetizingly,,,,,,,,,,,,,,,0.0,1.85,0.88,1.0,27.0,0.0
applaudable,,,,,,,,,,,,,,,0.0,1.97,1.1,0.0,30.0,0.0
applauder,,,,,,,,,,,,,,,0.0,3.91,1.28,2.0,25.0,0.0
applecart,,,,,,,,,,,,,,,0.0,4.92,0.27,3.0,29.0,1.0
applicability,,,,,,,,,,,,,,,0.0,1.69,1.07,0.0,29.0,2.0
applicable,,,,,,,,,,,,,,,0.0,2.3,1.15,0.0,30.0,14.0
applicableness,,,,,,,,,,,,,,,0.0,1.35,0.56,3.0,29.0,0.0
applicably,,,,,,,,,,,,,,,0.0,1.54,0.84,1.0,29.0,0.0
applicator,,,,,,,,,,,,,,,0.0,4.26,1.2,1.0,28.0,10.0
applicatory,,,,,,,,,,,,,,,0.0,1.92,1.19,4.0,29.0,0.0
applied,,,,,,,,,,,,,,,0.0,1.96,0.96,0.0,26.0,314.0
applier,,,,,,,,,,,,,,,0.0,3.12,1.48,3.0,29.0,0.0
appointee,,,,,,,,,,,,,,,0.0,3.5,1.31,0.0,30.0,4.0
appointer,,,,,,,,,,,,,,,0.0,2.71,1.23,3.0,27.0,0.0
appraisable,,,,,,,,,,,,,,,0.0,2.33,1.17,0.0,24.0,0.0
appraise,,,,,,,,,,,,,,,0.0,1.73,1.12,0.0,26.0,10.0
appraisement,,,,,,,,,,,,,,,0.0,2.19,1.21,1.0,28.0,0.0
appraiser,,,,,,,,,,,,,,,0.0,3.62,1.47,0.0,29.0,11.0
appraising,,,,,,,,,,,,,,,0.0,1.83,1.09,0.0,30.0,4.0
appraisingly,,,,,,,,,,,,,,,0.0,1.72,1.02,2.0,27.0,0.0
appreciable,,,,,,,,,,,,,,,0.0,1.57,0.92,0.0,28.0,3.0
appreciably,,,,,,,,,,,,,,,0.0,1.69,1.07,0.0,29.0,1.0
appreciatively,,,,,,,,,,,,,,,0.0,1.86,1.13,0.0,29.0,6.0
appreciativeness,,,,,,,,,,,,,,,0.0,1.57,0.97,0.0,30.0,0.0
appreciator,,,,,,,,,,,,,,,0.0,3.0,1.38,1.0,23.0,3.0
appreciatory,,,,,,,,,,,,,,,0.0,1.7,0.91,1.0,28.0,0.0
apprehender,,,,,,,,,,,,,,,0.0,3.3,1.35,0.0,27.0,0.0
apprehensibility,,,,,,,,,,,,,,,0.0,1.58,0.9,2.0,28.0,1.0
apprehensible,,,,,,,,,,,,,,,0.0,1.71,0.76,2.0,30.0,0.0
apprehensively,,,,,,,,,,,,,,,0.0,1.72,0.89,0.0,25.0,0.0
apprehensiveness,,,,,,,,,,,,,,,0.0,1.77,1.14,1.0,27.0,0.0
apprenticeship,,,,,,,,,,,,,,,0.0,2.7,1.56,0.0,27.0,7.0
apprise,,,,,,,,,,,,,,,0.0,1.78,1.13,2.0,25.0,7.0
approachability,,,,,,,,,,,,,,,0.0,1.9,0.98,0.0,29.0,0.0
approachable,,,,,,,,,,,,,,,0.0,2.18,1.09,0.0,28.0,4.0
approachableness,,,,,,,,,,,,,,,0.0,1.96,1.18,3.0,29.0,0.0
approaching,,,,,,,,,,,,,,,0.0,2.63,1.38,0.0,30.0,653.0
appropriately,,,,,,,,,,,,,,,0.0,1.79,0.83,0.0,28.0,55.0
appropriateness,,,,,,,,,,,,,,,0.0,2.07,1.0,1.0,28.0,2.0
appropriation,,,,,,,,,,,,,,,0.0,1.96,1.31,2.0,27.0,8.0
appropriator,,,,,,,,,,,,,,,0.0,2.68,1.25,4.0,29.0,0.0
approvable,,,,,,,,,,,,,,,0.0,1.86,1.03,2.0,31.0,0.0
approver,,,,,,,,,,,,,,,0.0,2.67,1.49,1.0,25.0,0.0
approvingly,,,,,,,,,,,,,,,0.0,1.88,1.18,0.0,26.0,0.0
approximately,,,,,,,,,,,,,,,0.0,2.54,1.45,0.0,28.0,380.0
approximation,,,,,,,,,,,,,,,0.0,1.85,1.2,0.0,27.0,3.0
approximatively,,,,,,,,,,,,,,,0.0,2.12,1.27,3.0,28.0,1.0
april,,,,,,,,,,,,,,,0.0,3.33,1.47,0.0,30.0,1053.0
aptly,,,,,,,,,,,,,,,0.0,1.66,0.9,1.0,30.0,20.0
aptness,,,,,,,,,,,,,,,0.0,1.59,1.05,2.0,29.0,0.0
aquaculture,,,,,,,,,,,,,,,0.0,2.64,1.38,4.0,29.0,0.0
aquarian,,,,,,,,,,,,,,,0.0,3.62,1.39,2.0,28.0,4.0
aquarius,,,,,,,,,,,,,,,0.0,2.57,1.53,0.0,23.0,58.0
aquatically,,,,,,,,,,,,,,,0.0,3.08,1.29,2.0,28.0,0.0
aquatics,,,,,,,,,,,,,,,0.0,3.43,1.24,2.0,25.0,3.0
aqueduct,,,,,,,,,,,,,,,0.0,4.62,0.94,1.0,27.0,17.0
aquifer,,,,,,,,,,,,,,,0.0,4.04,1.27,3.0,28.0,2.0
arachnid,,,,,,,,,,,,,,,0.0,4.65,0.69,3.0,29.0,13.0
arachnophobia,,,,,,,,,,,,,,,0.0,2.59,1.43,0.0,29.0,6.0
arbitrarily,,,,,,,,,,,,,,,0.0,1.38,0.49,0.0,29.0,17.0
arbitrariness,,,,,,,,,,,,,,,0.0,1.56,0.7,2.0,29.0,0.0
arbitrate,,,,,,,,,,,,,,,0.0,2.1,1.3,0.0,30.0,2.0
arbitrational,,,,,,,,,,,,,,,0.0,1.58,0.64,2.0,28.0,0.0
arbitrative,,,,,,,,,,,,,,,0.0,1.69,1.16,4.0,30.0,0.0
arbitrator,,,,,,,,,,,,,,,0.0,3.2,1.35,2.0,27.0,4.0
arbor,,,,,,,,,,,,,,,0.0,4.0,1.31,4.0,27.0,39.0
arc,,,,,,,,,,,,,,,0.0,4.14,1.08,0.0,28.0,247.0
archaeologically,,,,,,,,,,,,,,,0.0,2.12,1.36,2.0,27.0,0.0
archaically,,,,,,,,,,,,,,,0.0,1.32,0.75,4.0,29.0,0.0
archangelic,,,,,,,,,,,,,,,0.0,2.5,1.42,2.0,28.0,0.0
archdeacon,,,,,,,,,,,,,,,0.0,4.0,1.41,3.0,24.0,6.0
archduchess,,,,,,,,,,,,,,,0.0,3.5,1.56,3.0,29.0,2.0
arched,,,,,,,,,,,,,,,0.0,3.82,1.28,0.0,28.0,9.0
archenemy,,,,,,,,,,,,,,,0.0,3.11,1.4,2.0,29.0,13.0
archer,,,,,,,,,,,,,,,0.0,3.9,1.35,0.0,29.0,278.0
arches,,,,,,,,,,,,,,,0.0,4.3,1.03,0.0,27.0,43.0
archetypal,,,,,,,,,,,,,,,0.0,1.83,0.94,3.0,26.0,7.0
archetypical,,,,,,,,,,,,,,,0.0,1.36,0.73,4.0,26.0,0.0
arching,,,,,,,,,,,,,,,0.0,3.25,1.32,0.0,28.0,6.0
archipelago,,,,,,,,,,,,,,,0.0,3.96,1.51,3.0,28.0,7.0
architecturally,,,,,,,,,,,,,,,0.0,2.88,1.45,2.0,27.0,3.0
archives,,,,,,,,,,,,,,,0.0,3.93,1.31,0.0,29.0,129.0
archivist,,,,,,,,,,,,,,,0.0,3.57,1.43,0.0,28.0,4.0
archway,,,,,,,,,,,,,,,0.0,4.28,1.31,1.0,30.0,12.0
arcing,,,,,,,,,,,,,,,0.0,3.05,1.53,3.0,24.0,7.0
ardently,,,,,,,,,,,,,,,0.0,1.66,0.67,1.0,30.0,1.0
arduously,,,,,,,,,,,,,,,0.0,1.46,0.83,2.0,26.0,0.0
arduousness,,,,,,,,,,,,,,,0.0,1.74,0.9,3.0,30.0,0.0
areola,,,,,,,,,,,,,,,0.0,4.78,0.51,3.0,30.0,7.0
argon,,,,,,,,,,,,,,,0.0,3.2,1.55,3.0,28.0,9.0
arguable,,,,,,,,,,,,,,,0.0,1.84,1.22,0.0,32.0,0.0
arguably,,,,,,,,,,,,,,,0.0,1.79,1.03,1.0,29.0,19.0
arguer,,,,,,,,,,,,,,,0.0,3.04,1.45,2.0,30.0,0.0
argumentation,,,,,,,,,,,,,,,0.0,2.0,1.3,2.0,28.0,0.0
argumentatively,,,,,,,,,,,,,,,0.0,2.07,1.18,0.0,28.0,0.0
argumentativeness,,,,,,,,,,,,,,,0.0,1.84,0.99,2.0,27.0,0.0
arid,,,,,,,,,,,,,,,0.0,2.96,1.4,3.0,30.0,16.0
aridity,,,,,,,,,,,,,,,0.0,3.14,1.2,3.0,24.0,1.0
aridness,,,,,,,,,,,,,,,0.0,2.85,1.29,3.0,29.0,0.0
arisen,,,,,,,,,,,,,,,0.0,2.15,1.17,1.0,28.0,11.0
aristocratically,,,,,,,,,,,,,,,0.0,1.59,0.97,2.0,29.0,0.0
aristocratism,,,,,,,,,,,,,,,0.0,2.2,1.35,3.0,28.0,0.0
arithmetically,,,,,,,,,,,,,,,0.0,2.3,1.21,0.0,30.0,0.0
arithmetician,,,,,,,,,,,,,,,0.0,3.5,1.63,4.0,26.0,0.0
armadillo,,,,,,,,,,,,,,,0.0,4.9,0.41,0.0,29.0,154.0
armageddon,,,,,,,,,,,,,,,0.0,2.9,1.47,0.0,29.0,88.0
armband,,,,,,,,,,,,,,,0.0,4.67,0.78,0.0,27.0,14.0
armful,,,,,,,,,,,,,,,0.0,3.43,1.43,1.0,29.0,12.0
armhole,,,,,,,,,,,,,,,0.0,4.24,1.21,1.0,30.0,0.0
arming,,,,,,,,,,,,,,,0.0,2.59,1.32,1.0,30.0,57.0
armless,,,,,,,,,,,,,,,0.0,3.71,1.3,0.0,28.0,4.0
armload,,,,,,,,,,,,,,,0.0,3.54,1.32,3.0,27.0,4.0
armoire,,,,,,,,,,,,,,,0.0,4.52,1.12,2.0,27.0,8.0
armrest,,,,,,,,,,,,,,,0.0,4.76,0.83,0.0,29.0,8.0
arms,,,,,,,,,,,,,,,0.0,4.97,0.18,0.0,30.0,3050.0
aromatherapy,,,,,,,,,,,,,,,0.0,3.21,1.11,0.0,29.0,16.0
aromatic,,,,,,,,,,,,,,,0.0,3.04,1.37,0.0,28.0,14.0
aromatically,,,,,,,,,,,,,,,0.0,2.54,1.48,0.0,28.0,0.0
aromatization,,,,,,,,,,,,,,,0.0,2.38,1.6,2.0,28.0,0.0
aromatize,,,,,,,,,,,,,,,0.0,2.82,1.19,1.0,29.0,0.0
arose,,,,,,,,,,,,,,,0.0,2.19,1.04,1.0,28.0,42.0
arousal,,,,,,,,,,,,,,,0.0,2.83,1.42,0.0,29.0,19.0
arouser,,,,,,,,,,,,,,,0.0,2.48,1.26,1.0,26.0,0.0
arraign,,,,,,,,,,,,,,,0.0,2.42,1.47,2.0,28.0,7.0
arranger,,,,,,,,,,,,,,,0.0,2.81,1.41,3.0,29.0,11.0
arrestee,,,,,,,,,,,,,,,0.0,4.04,1.25,4.0,30.0,2.0
arrester,,,,,,,,,,,,,,,0.0,3.29,1.2,3.0,27.0,0.0
arresting,,,,,,,,,,,,,,,0.0,2.84,1.34,0.0,25.0,192.0
arrestingly,,,,,,,,,,,,,,,0.0,1.89,1.09,1.0,28.0,0.0
arrhythmic,,,,,,,,,,,,,,,0.0,2.54,1.39,4.0,30.0,2.0
arrogantly,,,,,,,,,,,,,,,0.0,1.93,0.88,0.0,29.0,3.0
arrowed,,,,,,,,,,,,,,,0.0,2.71,1.49,4.0,28.0,0.0
arrowhead,,,,,,,,,,,,,,,0.0,4.7,0.82,0.0,27.0,21.0
arrowless,,,,,,,,,,,,,,,0.0,2.92,1.59,4.0,28.0,0.0
artbook,,,,,,,,,,,,,,,0.0,4.4,1.19,1.0,26.0,0.0
arterially,,,,,,,,,,,,,,,0.0,3.12,1.24,3.0,28.0,0.0
arteriolosclerosis,,,,,,,,,,,,,,,0.0,3.35,1.47,4.0,27.0,0.0
artesian,,,,,,,,,,,,,,,0.0,2.92,1.38,3.0,28.0,0.0
artful,,,,,,,,,,,,,,,0.0,2.42,1.39,1.0,27.0,9.0
artfully,,,,,,,,,,,,,,,0.0,1.81,1.04,0.0,27.0,7.0
artfulness,,,,,,,,,,,,,,,0.0,1.9,1.26,1.0,30.0,0.0
arthritic,,,,,,,,,,,,,,,0.0,3.35,1.29,1.0,27.0,13.0
articled,,,,,,,,,,,,,,,0.0,2.33,1.43,4.0,28.0,0.0
articulated,,,,,,,,,,,,,,,0.0,2.08,1.29,0.0,26.0,10.0
articulately,,,,,,,,,,,,,,,0.0,1.5,1.03,2.0,28.0,0.0
articulateness,,,,,,,,,,,,,,,0.0,2.07,1.33,0.0,27.0,0.0
articulation,,,,,,,,,,,,,,,0.0,2.65,1.23,1.0,27.0,8.0
artifice,,,,,,,,,,,,,,,0.0,2.72,1.4,3.0,28.0,3.0
artificiality,,,,,,,,,,,,,,,0.0,2.27,1.31,2.0,28.0,5.0
artificially,,,,,,,,,,,,,,,0.0,1.81,1.0,0.0,27.0,36.0
artificialness,,,,,,,,,,,,,,,0.0,2.04,1.35,2.0,30.0,0.0
artilleryman,,,,,,,,,,,,,,,0.0,4.27,1.22,1.0,27.0,3.0
artisan,,,,,,,,,,,,,,,0.0,3.03,1.54,0.0,31.0,5.0
artisanship,,,,,,,,,,,,,,,0.0,1.74,1.1,1.0,28.0,0.0
artistically,,,,,,,,,,,,,,,0.0,2.13,1.22,0.0,30.0,14.0
artless,,,,,,,,,,,,,,,0.0,1.89,1.13,1.0,29.0,3.0
artlessly,,,,,,,,,,,,,,,0.0,1.72,0.84,3.0,28.0,1.0
artlessness,,,,,,,,,,,,,,,0.0,1.79,1.06,1.0,25.0,0.0
arts,,,,,,,,,,,,,,,0.0,3.75,1.35,1.0,29.0,470.0
artsy,,,,,,,,,,,,,,,0.0,2.25,1.29,1.0,29.0,17.0
arugula,,,,,,,,,,,,,,,0.0,4.08,1.41,4.0,28.0,6.0
ascendable,,,,,,,,,,,,,,,0.0,2.33,1.17,1.0,25.0,0.0
ascendency,,,,,,,,,,,,,,,0.0,1.92,0.93,4.0,28.0,0.0
ascender,,,,,,,,,,,,,,,0.0,2.65,1.55,1.0,27.0,0.0
ascent,,,,,,,,,,,,,,,0.0,2.61,1.09,0.0,31.0,16.0
ascertainable,,,,,,,,,,,,,,,0.0,1.65,1.02,1.0,27.0,1.0
ascertainably,,,,,,,,,,,,,,,0.0,1.54,0.74,1.0,29.0,0.0
ascot,,,,,,,,,,,,,,,0.0,4.32,1.28,4.0,29.0,27.0
ascribe,,,,,,,,,,,,,,,0.0,2.44,1.29,4.0,29.0,5.0
aseptic,,,,,,,,,,,,,,,0.0,2.07,1.14,3.0,30.0,2.0
asexual,,,,,,,,,,,,,,,0.0,2.43,1.43,2.0,30.0,11.0
asexuality,,,,,,,,,,,,,,,0.0,2.67,1.52,0.0,27.0,0.0
asexualize,,,,,,,,,,,,,,,0.0,1.79,1.06,4.0,28.0,0.0
asexually,,,,,,,,,,,,,,,0.0,2.08,1.38,1.0,27.0,0.0
ash,,,,,,,,,,,,,,,0.0,4.96,0.19,0.0,27.0,469.0
ashamedly,,,,,,,,,,,,,,,0.0,1.56,0.76,0.0,32.0,0.0
ashamedness,,,,,,,,,,,,,,,0.0,2.07,1.12,0.0,28.0,0.0
ashcan,,,,,,,,,,,,,,,0.0,4.78,0.52,4.0,27.0,7.0
ashen,,,,,,,,,,,,,,,0.0,3.12,1.33,0.0,24.0,9.0
ashes,,,,,,,,,,,,,,,0.0,4.92,0.28,0.0,25.0,503.0
ashore,,,,,,,,,,,,,,,0.0,3.42,1.32,4.0,28.0,317.0
ashy,,,,,,,,,,,,,,,0.0,3.32,1.18,1.0,26.0,9.0
aside,,,,,,,,,,,,,,,0.0,2.21,1.21,0.0,29.0,1212.0
asker,,,,,,,,,,,,,,,0.0,3.13,1.5,0.0,31.0,3.0
askew,,,,,,,,,,,,,,,0.0,3.04,1.37,1.0,29.0,14.0
asocial,,,,,,,,,,,,,,,0.0,1.96,1.19,2.0,25.0,0.0
aspartame,,,,,,,,,,,,,,,0.0,4.5,0.89,3.0,23.0,0.0
asphyxiate,,,,,,,,,,,,,,,0.0,3.74,1.32,1.0,28.0,8.0
aspirate,,,,,,,,,,,,,,,0.0,3.3,1.46,2.0,29.0,10.0
aspirator,,,,,,,,,,,,,,,0.0,3.36,1.63,3.0,28.0,0.0
aspirer,,,,,,,,,,,,,,,0.0,2.0,1.11,2.0,29.0,0.0
assail,,,,,,,,,,,,,,,0.0,2.68,1.38,2.0,27.0,5.0
assailer,,,,,,,,,,,,,,,0.0,3.24,1.48,4.0,29.0,0.0
assassinator,,,,,,,,,,,,,,,0.0,3.31,1.54,0.0,26.0,1.0
assaulter,,,,,,,,,,,,,,,0.0,3.58,1.53,1.0,25.0,0.0
assaying,,,,,,,,,,,,,,,0.0,2.39,1.5,4.0,27.0,1.0
assemblage,,,,,,,,,,,,,,,0.0,3.0,1.3,2.0,29.0,6.0
assembler,,,,,,,,,,,,,,,0.0,3.62,1.39,0.0,26.0,0.0
assent,,,,,,,,,,,,,,,0.0,2.64,1.5,0.0,28.0,4.0
assenting,,,,,,,,,,,,,,,0.0,2.15,1.38,4.0,30.0,0.0
asserter,,,,,,,,,,,,,,,0.0,2.28,1.17,4.0,29.0,0.0
assertion,,,,,,,,,,,,,,,0.0,2.2,1.22,0.0,25.0,14.0
assertively,,,,,,,,,,,,,,,0.0,1.76,0.83,0.0,29.0,0.0
assertiveness,,,,,,,,,,,,,,,0.0,2.1,1.29,0.0,29.0,9.0
assessed,,,,,,,,,,,,,,,0.0,2.0,1.2,0.0,29.0,23.0
assessor,,,,,,,,,,,,,,,0.0,2.96,1.49,4.0,29.0,11.0
assets,,,,,,,,,,,,,,,0.0,3.52,1.24,0.0,29.0,260.0
assignable,,,,,,,,,,,,,,,0.0,2.04,0.92,0.0,28.0,0.0
assigned,,,,,,,,,,,,,,,0.0,1.75,1.14,0.0,28.0,618.0
assigner,,,,,,,,,,,,,,,0.0,3.08,1.29,1.0,27.0,0.0
assimilation,,,,,,,,,,,,,,,0.0,2.03,1.35,1.0,31.0,10.0
assimilative,,,,,,,,,,,,,,,0.0,1.59,0.75,2.0,29.0,0.0
assimilator,,,,,,,,,,,,,,,0.0,2.83,1.34,3.0,27.0,0.0
assistantship,,,,,,,,,,,,,,,0.0,2.62,1.33,2.0,28.0,0.0
assister,,,,,,,,,,,,,,,0.0,2.48,1.38,4.0,27.0,0.0
assistive,,,,,,,,,,,,,,,0.0,2.04,1.17,3.0,28.0,0.0
associability,,,,,,,,,,,,,,,0.0,1.69,1.0,0.0,29.0,0.0
associated,,,,,,,,,,,,,,,0.0,2.12,1.21,1.0,27.0,200.0
associational,,,,,,,,,,,,,,,0.0,1.54,0.69,1.0,29.0,0.0
associative,,,,,,,,,,,,,,,0.0,1.93,0.83,1.0,28.0,13.0
associatively,,,,,,,,,,,,,,,0.0,1.88,0.95,3.0,27.0,0.0
assort,,,,,,,,,,,,,,,0.0,2.33,1.11,2.0,29.0,0.0
assumable,,,,,,,,,,,,,,,0.0,1.73,1.04,2.0,28.0,0.0
assumed,,,,,,,,,,,,,,,0.0,1.86,1.06,0.0,29.0,579.0
assumer,,,,,,,,,,,,,,,0.0,2.67,1.17,3.0,27.0,0.0
assuming,,,,,,,,,,,,,,,0.0,1.5,0.79,0.0,28.0,566.0
assumingly,,,,,,,,,,,,,,,0.0,1.68,0.98,2.0,30.0,0.0
assumptive,,,,,,,,,,,,,,,0.0,1.38,0.78,1.0,30.0,0.0
assurable,,,,,,,,,,,,,,,0.0,1.71,0.81,1.0,29.0,0.0
assured,,,,,,,,,,,,,,,0.0,2.21,1.26,0.0,28.0,316.0
assuredly,,,,,,,,,,,,,,,0.0,1.82,1.06,0.0,28.0,16.0
assuredness,,,,,,,,,,,,,,,0.0,1.59,1.01,0.0,27.0,1.0
assurer,,,,,,,,,,,,,,,0.0,2.52,1.45,1.0,28.0,0.0
assuring,,,,,,,,,,,,,,,0.0,1.62,1.06,2.0,26.0,14.0
asthmatically,,,,,,,,,,,,,,,0.0,2.48,1.36,4.0,29.0,0.0
astigmatism,,,,,,,,,,,,,,,0.0,3.15,1.57,1.0,27.0,10.0
astonisher,,,,,,,,,,,,,,,0.0,2.62,1.2,4.0,30.0,0.0
astonishingly,,,,,,,,,,,,,,,0.0,1.55,0.95,0.0,29.0,13.0
astonishment,,,,,,,,,,,,,,,0.0,2.92,1.32,0.0,26.0,14.0
astounded,,,,,,,,,,,,,,,0.0,1.71,0.9,0.0,31.0,12.0
astounding,,,,,,,,,,,,,,,0.0,1.69,1.07,0.0,29.0,66.0
astoundingly,,,,,,,,,,,,,,,0.0,1.61,0.88,2.0,30.0,1.0
astride,,,,,,,,,,,,,,,0.0,2.58,1.41,0.0,24.0,8.0
astringency,,,,,,,,,,,,,,,0.0,2.0,1.07,3.0,25.0,0.0
astringent,,,,,,,,,,,,,,,0.0,3.21,1.44,4.0,28.0,6.0
astrobiology,,,,,,,,,,,,,,,0.0,2.32,1.49,2.0,24.0,1.0
astrologer,,,,,,,,,,,,,,,0.0,3.78,1.42,1.0,28.0,14.0
astrologic,,,,,,,,,,,,,,,0.0,2.26,1.23,0.0,27.0,0.0
astrological,,,,,,,,,,,,,,,0.0,2.48,1.12,1.0,30.0,15.0
astrologically,,,,,,,,,,,,,,,0.0,2.07,1.18,1.0,29.0,0.0
astrologist,,,,,,,,,,,,,,,0.0,3.87,1.38,0.0,30.0,2.0
astronautics,,,,,,,,,,,,,,,0.0,2.5,1.4,0.0,28.0,3.0
astronomic,,,,,,,,,,,,,,,0.0,2.53,1.17,1.0,31.0,3.0
astronomically,,,,,,,,,,,,,,,0.0,1.86,1.22,0.0,29.0,3.0
astrophotography,,,,,,,,,,,,,,,0.0,3.72,1.21,2.0,27.0,0.0
astrophysical,,,,,,,,,,,,,,,0.0,1.77,1.27,2.0,28.0,1.0
astrophysicist,,,,,,,,,,,,,,,0.0,4.07,1.39,0.0,28.0,8.0
astrophysics,,,,,,,,,,,,,,,0.0,3.0,1.47,1.0,27.0,18.0
astutely,,,,,,,,,,,,,,,0.0,1.65,0.98,1.0,27.0,0.0
asymmetric,,,,,,,,,,,,,,,0.0,3.5,1.37,0.0,28.0,2.0
asymmetrical,,,,,,,,,,,,,,,0.0,3.21,1.4,2.0,30.0,6.0
asymmetrically,,,,,,,,,,,,,,,0.0,2.3,1.03,0.0,27.0,0.0
asymmetry,,,,,,,,,,,,,,,0.0,2.89,1.5,0.0,28.0,3.0
asymptomatic,,,,,,,,,,,,,,,0.0,2.12,1.3,2.0,27.0,11.0
atheistic,,,,,,,,,,,,,,,0.0,1.67,1.04,3.0,30.0,2.0
